reward,StopLoss,enter_at,close_at,typeMA,MA_period,ATR_period,ATR_multi
-0.11130769,0.0098,0.512,0.885,29,11,482,13.162
-0.11126034,0.0149,0.584,0.918,1,8,993,14.834
-0.11124208,0.014,0.57,0.957,29,13,609,13.378
-0.1111938,0.0127,0.393,0.965,24,23,567,11.032
-0.11116923,0.0087,0.528,0.959,27,8,556,14.459
-0.11112877,0.0147,0.564,0.916,23,6,594,12.942
-0.11096671,0.0124,0.555,0.949,1,9,499,13.985
-0.11081637,0.0104,0.447,0.887,15,6,498,12.055
-0.11068379,0.0085,0.615,0.973,18,9,811,13.371
-0.11061836,0.0111,0.463,0.973,24,22,429,10.57
-0.11045823,0.0126,0.246,0.909,24,162,885,14.965
-0.1103824,0.0091,0.534,0.913,3,9,638,12.126
-0.11036342,0.0083,0.586,0.973,1,8,537,13.371
-0.11033618,0.0087,0.655,1.0,23,8,951,13.371
-0.11023833,0.0073,0.494,0.871,30,8,574,13.519
-0.11020198,0.0136,0.549,0.937,26,8,618,13.467
-0.11018666,0.004,0.404,0.946,20,13,762,12.968
-0.11018467,0.0143,0.605,0.888,1,7,666,13.835
-0.11014973,0.0087,0.59,1.0,22,8,893,13.37
-0.11012114,0.0143,0.204,0.876,30,6,830,14.992
-0.11011456,0.0024,0.406,0.875,27,9,666,14.586
-0.10969773,0.0124,0.252,0.901,24,223,812,14.999
-0.10965372,0.0146,0.512,0.878,30,9,552,14.588
-0.10962912,0.0111,0.214,0.917,24,176,970,14.992
-0.10962132,0.011,0.449,0.971,21,4,779,13.914
-0.10959386,0.0097,0.557,0.887,25,8,650,14.228
-0.10958047,0.0092,0.553,0.865,27,8,539,13.684
-0.10937442,0.0146,0.494,0.871,30,12,599,14.74
-0.10924487,0.0097,0.137,0.906,24,47,137,11.335
-0.10907542,0.0096,0.446,0.887,2,12,634,13.745
-0.10906955,0.0097,0.361,0.621,24,12,715,13.547
-0.10902239,0.0147,0.564,0.902,23,6,635,12.942
-0.10898196,0.0123,0.586,0.973,18,5,982,14.612
-0.10897342,0.0095,0.442,0.849,29,11,797,14.435
-0.10878496,0.0098,0.573,0.994,18,8,932,14.46
-0.10874748,0.0147,0.232,0.973,24,189,986,14.2
-0.10866302,0.0094,0.536,0.853,25,8,493,14.413
-0.10865125,0.0145,0.548,0.971,25,10,689,13.813
-0.10862958,0.0111,0.615,0.991,25,10,518,13.076
-0.10853877,0.0149,0.594,0.953,25,11,640,13.863
-0.10827561,0.0118,0.572,0.922,30,11,634,13.901
-0.10812989,0.01,0.245,0.9,24,190,878,14.989
-0.10796178,0.0142,0.593,0.914,30,8,578,12.886
-0.10790022,0.0126,0.353,0.71,24,12,744,13.786
-0.10785287,0.0115,0.441,0.967,24,24,419,10.57
-0.10783086,0.0128,0.248,0.902,24,223,806,14.999
-0.10771166,0.0095,0.56,0.94,18,5,537,13.045
-0.10767782,0.0143,0.272,0.985,24,189,918,13.815
-0.10761984,0.0043,0.422,0.871,22,7,702,12.376
-0.10761616,0.0095,0.263,0.955,24,149,977,14.377
-0.10753088,0.0147,0.564,0.901,23,6,635,12.942
-0.10728986,0.0138,0.475,0.871,29,8,858,14.145
-0.10716347,0.0095,0.522,0.875,20,10,503,13.487
-0.1071549,0.0134,0.508,0.961,2,11,458,12.698
-0.10679456,0.009,0.603,0.973,25,6,847,11.492
-0.10678063,0.0143,0.619,0.986,26,12,730,10.779
-0.10667854,0.0108,0.462,0.876,29,9,464,13.632
-0.10654928,0.0127,0.463,0.947,24,33,589,10.648
-0.10654666,0.0113,0.463,0.824,29,9,500,13.407
-0.10653766,0.0128,0.547,0.977,1,9,658,14.111
-0.10634912,0.0094,0.456,0.881,23,6,489,13.682
-0.10631334,0.0119,0.512,0.893,28,10,707,12.466
-0.10619813,0.0138,0.541,0.994,25,10,515,14.203
-0.10617565,0.0103,0.24,0.926,24,232,844,14.556
-0.10595262,0.0109,0.546,0.887,27,8,525,13.684
-0.10580576,0.0076,0.294,0.997,24,162,997,14.37
-0.10575118,0.0143,0.491,0.91,1,5,594,13.555
-0.10568418,0.013,0.253,0.943,24,152,767,14.256
-0.1056773,0.0095,0.553,0.953,27,8,567,13.684
-0.10566315,0.0085,0.615,0.977,18,9,811,13.371
-0.10561415,0.0124,0.248,0.903,24,223,744,14.999
-0.1055089,0.0079,0.427,0.993,2,13,676,13.164
-0.10540289,0.0146,0.487,0.994,28,3,772,11.996
-0.10539072,0.0147,0.464,0.872,0,4,457,12.829
-0.10538436,0.0112,0.578,0.934,26,10,563,13.539
-0.10521459,0.0138,0.534,0.934,26,10,582,13.529
-0.10521366,0.0085,0.478,0.875,30,12,972,14.169
-0.10514846,0.0144,0.641,0.906,26,10,626,13.044
-0.10512711,0.0093,0.248,0.934,24,214,762,14.528
-0.10506339,0.0099,0.512,0.994,21,7,468,13.107
-0.10479287,0.01,0.426,0.875,26,8,484,13.545
-0.10478916,0.0111,0.515,0.892,2,10,506,13.026
-0.10472705,0.0114,0.471,0.973,0,7,578,12.98
-0.10469346,0.01,0.581,0.925,3,12,645,12.942
-0.10464926,0.0147,0.494,0.798,30,8,952,14.042
-0.1045602,0.0108,0.431,0.768,23,5,307,13.446
-0.10450214,0.0103,0.552,0.932,26,9,519,13.547
-0.10448944,0.0118,0.555,0.95,1,9,774,13.869
-0.1043848,0.0147,0.465,0.872,0,7,443,12.74
-0.10436901,0.0057,0.256,0.965,24,156,877,13.99
-0.1043134,0.0118,0.545,0.753,1,8,798,14.989
-0.10426066,0.009,0.603,0.973,25,11,848,11.407
-0.10400722,0.0108,0.461,0.887,15,6,498,12.055
-0.10394284,0.0118,0.491,0.922,30,11,634,13.901
-0.10388311,0.0081,0.615,0.973,18,9,761,13.371
-0.1037128,0.0115,0.489,0.96,2,11,451,12.698
-0.10359881,0.01,0.005,0.845,3,9,22,12.683
-0.10345304,0.0118,0.424,0.849,26,10,589,13.964
-0.10338901,0.011,0.577,0.944,26,10,593,13.525
-0.10322253,0.0149,0.494,0.798,29,8,577,14.042
-0.10303908,0.006,0.403,0.9,26,10,592,13.446
-0.10303598,0.0017,0.538,0.98,4,12,892,13.538
-0.10297109,0.0102,0.437,0.907,0,6,628,13.525
-0.10285808,0.01,0.601,0.925,23,8,775,12.942
-0.10270421,0.0067,0.378,0.888,18,3,718,13.39
-0.10269094,0.0092,0.437,0.93,21,8,689,14.569
-0.10268428,0.01,0.535,0.938,29,14,612,14.511
-0.10261789,0.012,0.516,0.922,1,7,497,13.842
-0.10260453,0.0057,0.548,0.909,26,10,506,13.466
-0.10254139,0.0104,0.437,0.909,26,10,477,14.032
-0.10251643,0.0149,0.512,0.871,25,9,558,14.804
-0.1024883,0.014,0.246,0.994,24,156,945,13.852
-0.10238851,0.0111,0.542,0.925,26,10,648,13.11
-0.10237258,0.0149,0.583,0.998,28,10,810,12.053
-0.10235841,0.0096,0.561,0.861,27,8,528,13.684
-0.10222028,0.0092,0.549,0.962,1,5,525,11.202
-0.10215598,0.0101,0.499,0.872,18,6,878,14.899
-0.10206566,0.0117,0.463,0.876,28,9,590,13.41
-0.10197773,0.014,0.556,0.953,25,10,582,13.847
-0.10194191,0.0087,0.539,0.934,26,10,555,13.529
-0.10193051,0.0149,0.052,0.961,4,19,881,13.129
-0.10192244,0.0101,0.434,0.98,24,823,6,13.582
-0.10178411,0.0108,0.491,0.893,30,11,887,14.168
-0.10171272,0.0099,0.574,0.977,25,8,822,12.919
-0.10165172,0.0095,0.574,0.933,18,10,707,14.036
-0.1015467,0.0118,0.478,0.858,30,9,509,14.384
-0.10152877,0.0134,0.507,0.945,0,9,618,12.813
-0.10151616,0.0143,0.648,0.896,26,9,626,13.026
-0.10146068,0.0101,0.248,0.922,24,156,939,14.996
-0.10142534,0.0104,0.408,0.96,24,22,623,11.021
-0.10140999,0.0121,0.5,0.931,18,5,831,14.964
-0.10128323,0.0113,0.456,0.935,26,10,506,13.444
-0.10124312,0.0096,0.551,0.873,27,8,508,13.762
-0.10122609,0.0107,0.429,0.785,29,10,899,14.305
-0.10120381,0.0117,0.463,0.876,29,9,590,13.41
-0.10116541,0.0063,0.165,0.801,12,15,91,14.422
-0.10102641,0.0118,0.555,0.95,1,9,516,13.869
-0.10102332,0.0114,0.484,0.782,26,7,871,14.726
-0.10100285,0.0133,0.4,0.933,24,22,436,10.875
-0.10094372,0.0086,0.54,0.894,3,10,643,13.889
-0.10082225,0.0106,0.553,0.913,3,9,645,12.173
-0.10077081,0.0015,0.359,0.907,4,9,602,13.618
-0.10068489,0.0095,0.566,0.877,20,10,621,13.467
-0.10064175,0.0135,0.576,0.953,26,11,593,13.909
-0.10063719,0.0114,0.283,0.931,24,184,873,14.568
-0.10063149,0.0099,0.494,0.934,26,10,592,13.199
-0.10062691,0.0109,0.361,0.658,24,12,892,13.786
-0.10062366,0.01,0.482,0.974,1,12,686,13.889
-0.10058938,0.0105,0.509,0.925,3,12,638,14.998
-0.10055701,0.0099,0.539,0.934,26,10,617,14.163
-0.10039932,0.0145,0.578,0.944,1,8,593,13.261
-0.10015567,0.0146,0.415,0.934,30,10,527,13.477
-0.10003478,0.007,0.422,0.881,27,5,548,12.121
-0.09993833,0.0092,0.532,0.901,27,8,859,14.031
-0.09977261,0.0111,0.435,0.867,3,11,485,13.644
-0.0997298,0.0101,0.601,0.97,26,9,917,13.771
-0.09958273,0.014,0.579,0.934,29,14,596,13.529
-0.09956088,0.01,0.601,0.964,23,8,694,12.938
-0.09950305,0.0111,0.552,0.934,26,10,506,13.479
-0.09944399,0.0134,0.536,0.974,18,9,862,14.754
-0.09928056,0.0094,0.456,0.881,23,6,521,13.682
-0.09913576,0.0096,0.09,0.868,5,12,99,14.354
-0.09913319,0.0101,0.603,0.971,25,11,848,11.398
-0.09911516,0.0139,0.474,0.89,29,11,891,13.746
-0.09903114,0.0149,0.583,0.998,28,10,811,12.053
-0.09895726,0.0082,0.448,0.965,24,23,768,10.57
-0.0989417,0.0112,0.489,0.874,0,9,477,13.768
-0.09881748,0.0104,0.44,0.973,24,22,419,10.57
-0.09874681,0.0075,0.534,0.827,25,8,552,14.889
-0.09867271,0.0065,0.549,0.804,20,13,688,13.123
-0.09856675,0.007,0.007,0.861,4,19,706,13.018
-0.09850181,0.0135,0.476,0.98,24,22,475,10.578
-0.09840337,0.014,0.588,0.881,18,5,609,14.261
-0.09838108,0.0141,0.549,0.935,29,13,591,13.584
-0.09824225,0.012,0.568,1.0,4,12,607,13.921
-0.09823511,0.0149,0.557,0.998,28,10,772,11.983
-0.09821661,0.014,0.571,0.875,29,13,668,14.62
-0.09821147,0.0142,0.655,0.969,28,8,777,12.871
-0.09820757,0.0129,0.489,0.988,24,171,986,14.218
-0.09820331,0.0095,0.59,0.935,25,9,537,14.053
-0.0981736,0.0147,0.564,0.916,23,6,638,12.942
-0.0981736,0.0111,0.564,0.916,23,6,638,12.942
-0.09811723,0.006,0.452,0.917,1,13,645,14.908
-0.09810069,0.0141,0.517,0.752,29,7,511,13.711
-0.09806647,0.0122,0.59,0.918,18,5,982,14.61
-0.09805792,0.0094,0.532,0.887,25,8,697,13.87
-0.09804863,0.0101,0.44,0.973,24,22,508,10.57
-0.09804324,0.0111,0.478,0.886,29,11,482,14.169
-0.09803826,0.0127,0.532,0.947,24,33,505,10.644
-0.0980286,0.0149,0.282,0.957,12,15,436,12.813
-0.09790957,0.0116,0.259,0.931,24,179,873,14.679
-0.09789428,0.0147,0.553,0.91,3,9,645,14.13
-0.09788568,0.0106,0.455,0.963,30,10,478,12.846
-0.09787566,0.0101,0.577,0.98,24,67,70,13.801
-0.09776189,0.0101,0.495,0.963,30,10,655,12.793
-0.09771101,0.0121,0.585,0.919,23,7,624,12.889
-0.0976505,0.01,0.481,0.874,29,12,828,14.156
-0.09760876,0.007,0.433,0.91,2,12,459,13.671
-0.09756882,0.0102,0.519,0.945,1,9,634,13.799
-0.09756191,0.0145,0.571,0.881,29,12,663,14.254
-0.09749037,0.0118,0.579,0.953,26,10,658,14.67
-0.09736054,0.0139,0.63,0.965,30,10,635,13.721
-0.09730471,0.01,0.443,0.901,24,37,666,11.777
-0.0972501,0.0107,0.457,0.964,2,10,498,12.543
-0.09714419,0.0114,0.493,0.918,28,11,731,13.749
-0.09705776,0.0101,0.539,0.955,3,12,633,13.8
-0.09695041,0.0127,0.463,0.969,24,19,429,10.57
-0.0969224,0.0142,0.267,0.965,24,145,873,13.99
-0.09692011,0.0095,0.602,0.94,18,5,537,14.059
-0.09691661,0.0069,0.478,0.905,30,5,527,11.797
-0.09686304,0.0141,0.444,0.652,29,5,794,13.813
-0.09667569,0.0146,0.266,0.972,24,174,843,13.89
-0.09663654,0.0145,0.556,0.995,30,10,507,11.983
-0.09662853,0.0126,0.246,0.909,24,162,834,14.978
-0.09662695,0.0079,0.602,0.901,30,8,598,12.882
-0.09662567,0.0147,0.648,0.897,30,9,626,13.026
-0.0966037,0.0051,0.507,0.831,1,7,438,13.41
-0.09660174,0.0141,0.52,0.889,25,8,935,13.548
-0.09659696,0.0143,0.495,0.963,30,10,748,12.472
-0.09640255,0.013,0.629,0.889,0,6,573,13.541
-0.09636459,0.0074,0.442,0.919,24,17,532,9.818
-0.09627788,0.0134,0.502,0.911,1,8,690,14.519
-0.09627483,0.0101,0.248,0.956,24,168,774,14.995
-0.09626762,0.0108,0.493,0.924,1,7,465,13.315
-0.09617662,0.0146,0.478,0.858,30,9,462,14.384
-0.09602289,0.0143,0.567,0.906,29,12,613,14.338
-0.09601255,0.0095,0.282,0.957,24,181,977,14.377
-0.09583188,0.0107,0.09,0.881,5,12,99,14.266
-0.09582745,0.0062,0.418,0.881,26,10,675,13.448
-0.09575024,0.0116,0.448,0.905,3,7,557,14.308
-0.09573547,0.0095,0.522,0.871,20,10,497,13.236
-0.09570887,0.01,0.549,0.934,26,10,506,13.494
-0.09565936,0.006,0.385,0.881,26,10,584,13.483
-0.09565116,0.0132,0.576,0.968,25,8,674,11.124
-0.09558468,0.0114,0.534,0.98,26,10,582,13.67
-0.0955363,0.015,0.58,0.821,29,8,730,12.879
-0.09552422,0.0109,0.212,0.917,24,176,829,14.992
-0.09545286,0.0117,0.463,0.876,29,9,580,13.41
-0.09536735,0.015,0.482,0.882,20,9,553,13.31
-0.09529934,0.0101,0.603,0.971,25,11,872,11.407
-0.0952788,0.0045,0.502,0.994,3,13,198,13.958
-0.09524432,0.0095,0.466,0.872,19,13,503,13.222
-0.09521342,0.0076,0.253,0.998,24,227,935,13.968
-0.09519045,0.0098,0.573,0.896,25,8,809,14.214
-0.0951613,0.0064,0.414,0.997,27,9,460,13.173
-0.09515266,0.0103,0.49,0.929,25,10,514,14.983
-0.09512962,0.0135,0.419,0.903,24,16,787,10.772
-0.09505486,0.012,0.511,0.925,3,12,638,13.809
-0.09502891,0.011,0.43,0.96,24,22,972,10.57
-0.0949533,0.012,0.49,0.891,26,9,465,13.093
-0.0947624,0.0111,0.479,0.886,29,11,900,14.45
-0.09468408,0.0148,0.503,0.983,21,7,468,13.12
-0.0946621,0.0101,0.506,0.907,1,9,641,14.933
-0.0946142,0.0101,0.44,0.973,24,22,504,10.328
-0.09460109,0.0098,0.552,0.829,26,7,826,12.904
-0.09456383,0.0112,0.456,0.876,29,9,500,13.41
-0.0943385,0.0111,0.56,0.996,25,10,518,13.076
-0.09429138,0.0099,0.504,0.994,21,7,468,13.109
-0.09427945,0.0124,0.605,0.936,29,12,628,13.835
-0.09418961,0.0074,0.258,0.998,24,148,763,14.109
-0.09407842,0.014,0.594,0.832,18,7,947,14.27
-0.09407473,0.0097,0.578,0.906,26,10,521,14.314
-0.0940244,0.0141,0.478,0.875,29,13,770,14.238
-0.09398183,0.0134,0.58,0.906,26,10,743,13.827
-0.09395461,0.0015,0.359,0.871,4,9,602,13.618
-0.09393516,0.0102,0.423,0.952,25,11,927,14.735
-0.09384968,0.0148,0.494,0.871,30,12,515,14.965
-0.09384485,0.0111,0.536,0.935,26,10,506,13.459
-0.09377367,0.009,0.647,0.971,25,6,847,11.449
-0.09377225,0.0127,0.361,0.71,24,12,744,13.786
-0.09373379,0.0104,0.477,0.875,15,6,498,12.078
-0.09373051,0.0128,0.583,0.941,26,10,514,13.539
-0.09373031,0.0147,0.494,0.798,30,8,577,14.042
-0.09352339,0.01,0.424,0.85,26,10,609,13.942
-0.09351851,0.0094,0.532,0.886,27,8,867,13.87
-0.09332006,0.0107,0.47,0.978,21,7,698,13.133
-0.09327612,0.0141,0.503,0.905,26,10,739,13.801
-0.09326417,0.0109,0.548,0.969,28,12,665,13.191
-0.09322563,0.0092,0.553,0.865,27,8,539,13.684
-0.09322062,0.0098,0.495,0.963,30,10,655,12.827
-0.0931422,0.0138,0.489,0.855,30,8,576,13.54
-0.09310253,0.0087,0.528,0.948,27,8,556,13.897
-0.09307954,0.0094,0.467,0.807,29,8,577,13.689
-0.09303727,0.0128,0.547,0.887,25,8,650,14.166
-0.09299423,0.0101,0.497,0.872,1,6,790,13.604
-0.09289821,0.0098,0.545,0.948,25,8,467,13.328
-0.09289811,0.014,0.488,0.875,29,13,770,14.303
-0.09289005,0.0098,0.551,0.88,27,8,508,13.762
-0.09286105,0.0082,0.605,0.888,1,7,663,14.176
-0.09280138,0.012,0.593,0.98,23,8,806,13.37
-0.09265908,0.0091,0.634,0.865,1,6,581,13.01
-0.09263323,0.0147,0.596,0.912,25,9,563,12.996
-0.09263014,0.0124,0.559,0.893,0,6,621,13.919
-0.09262147,0.0055,0.383,0.897,3,13,674,13.75
-0.09250502,0.0079,0.33,0.998,24,133,959,14.275
-0.092462,0.0142,0.527,0.821,20,11,847,13.31
-0.09233593,0.0108,0.493,0.916,1,7,597,13.315
-0.09231889,0.0108,0.623,0.906,1,7,662,13.115
-0.09229613,0.0126,0.246,0.917,24,179,921,14.844
-0.09224567,0.0076,0.547,0.966,29,17,835,13.114
-0.09214749,0.0141,0.504,0.934,26,10,592,13.827
-0.09211003,0.0144,0.577,0.98,1,9,586,13.801
-0.09208972,0.0133,0.438,0.994,24,24,521,10.774
-0.09208165,0.0113,0.258,0.998,24,161,836,14.102
-0.09202494,0.0148,0.468,0.906,26,10,636,13.824
-0.09188792,0.0149,0.25,0.912,24,167,829,14.992
-0.09168954,0.0131,0.29,0.964,24,202,977,14.377
-0.09167947,0.0143,0.494,0.871,30,12,578,14.74
-0.09158728,0.0128,0.558,0.972,17,3,827,13.371
-0.09152806,0.0128,0.582,0.972,17,3,827,13.371
-0.09151269,0.0114,0.264,0.933,24,146,834,14.528
-0.0915078,0.0127,0.371,0.715,24,12,722,13.786
-0.09147547,0.0147,0.596,0.99,25,9,634,12.996
-0.09145128,0.0144,0.577,0.985,1,9,586,13.801
-0.09118654,0.0109,0.506,0.9,0,9,477,13.768
-0.09113696,0.0146,0.479,0.934,30,10,527,13.477
-0.09111087,0.0143,0.495,0.963,30,9,657,12.472
-0.09100664,0.0146,0.471,0.994,0,6,518,11.94
-0.09092599,0.0143,0.619,0.986,26,12,745,10.677
-0.09079941,0.0092,0.596,0.99,25,8,634,12.986
-0.09075235,0.0099,0.51,0.895,27,8,782,14.983
-0.09063512,0.0142,0.597,0.952,25,8,631,12.828
-0.09063377,0.0123,0.574,0.933,18,5,585,14.389
-0.09058607,0.007,0.422,0.881,27,4,525,12.121
-0.09045478,0.012,0.534,0.884,23,6,463,13.598
-0.09039386,0.0103,0.509,0.925,3,12,644,15.0
-0.09034129,0.0135,0.566,0.972,25,8,792,12.546
-0.09022141,0.0116,0.592,0.862,1,8,774,14.242
-0.09018487,0.0126,0.246,0.915,24,226,879,14.978
-0.09017578,0.0142,0.494,0.871,30,7,578,12.847
-0.09014043,0.0114,0.44,0.903,24,22,419,10.975
-0.09011823,0.0117,0.452,0.874,30,9,485,14.065
-0.09009033,0.0143,0.496,0.871,29,8,526,12.847
-0.09005029,0.0147,0.471,0.903,24,16,787,10.772
-0.0898577,0.0066,0.383,0.895,2,13,700,14.355
-0.08984747,0.0114,0.44,0.973,24,22,438,10.57
-0.08984271,0.0115,0.257,0.931,24,179,873,14.684
-0.08983478,0.0091,0.542,0.925,2,12,645,13.889
-0.08981836,0.0015,0.359,0.871,4,9,602,13.618
-0.08974114,0.0103,0.476,0.875,26,8,597,13.895
-0.08973989,0.0117,0.457,0.874,30,9,575,13.423
-0.08970106,0.012,0.594,0.958,23,8,820,13.37
-0.08966227,0.0135,0.558,0.993,23,9,935,14.991
-0.08964169,0.0146,0.605,0.889,1,6,551,12.639
-0.08962328,0.0139,0.595,0.979,20,9,663,13.321
-0.08961231,0.0142,0.494,0.871,29,8,583,12.847
-0.08959812,0.0121,0.577,0.919,23,7,637,14.999
-0.08956044,0.0125,0.245,0.943,24,152,768,14.256
-0.08953982,0.0064,0.634,0.946,20,13,762,12.968
-0.08953312,0.0087,0.547,0.934,26,12,598,13.53
-0.08950118,0.0149,0.494,0.975,24,23,580,10.07
-0.08949921,0.014,0.452,0.66,2,7,776,13.288
-0.08945666,0.014,0.479,0.998,26,10,836,11.734
-0.08944556,0.0149,0.489,0.864,29,14,611,14.524
-0.08935716,0.01,0.613,0.904,3,11,418,13.33
-0.0893232,0.0098,0.466,0.903,29,14,416,14.1
-0.08927433,0.01,0.248,0.956,24,168,773,14.955
-0.08927365,0.0092,0.596,0.99,25,8,634,12.996
-0.08923661,0.0083,0.463,0.884,22,9,418,13.333
-0.08921937,0.0109,0.489,0.874,0,9,477,13.768
-0.08917943,0.0114,0.494,0.916,1,7,597,13.33
-0.08913484,0.0128,0.237,0.974,24,180,822,13.825
-0.08911412,0.0137,0.246,0.965,24,157,722,14.924
-0.08906189,0.0109,0.408,0.92,24,22,627,10.999
-0.08904334,0.0092,0.253,0.986,24,198,858,14.445
-0.08902085,0.0084,0.243,0.965,24,175,866,14.678
-0.08898033,0.0112,0.578,0.934,26,10,510,13.539
-0.0889667,0.0146,0.494,0.871,30,7,680,12.847
-0.08889076,0.0126,0.487,0.885,24,19,768,10.753
-0.08877062,0.0134,0.507,0.945,1,7,618,13.115
-0.08872697,0.007,0.424,0.833,2,8,458,13.602
-0.08863855,0.0137,0.494,0.797,30,8,628,13.712
-0.08861937,0.0127,0.361,0.6,24,12,744,14.441
-0.08861552,0.0083,0.258,0.988,24,156,681,14.318
-0.08861031,0.0087,0.556,0.918,1,8,996,13.732
-0.08859518,0.012,0.437,0.907,0,6,628,13.525
-0.08857916,0.0112,0.596,0.967,25,9,510,12.996
-0.08851865,0.0094,0.457,0.969,1,5,457,12.921
-0.08844467,0.0104,0.436,0.89,25,8,508,13.776
-0.08820949,0.0108,0.497,0.992,17,5,980,14.441
-0.08817178,0.0108,0.497,0.992,17,5,594,14.45
-0.08809886,0.0128,0.258,0.991,24,166,825,14.119
-0.08809655,0.0112,0.616,0.992,29,11,765,14.407
-0.08804829,0.0111,0.51,0.892,1,8,781,14.978
-0.08803679,0.0132,0.589,0.999,30,8,662,12.886
-0.08803108,0.0102,0.244,0.978,24,187,751,14.291
-0.08802437,0.0123,0.492,0.885,24,19,768,10.772
-0.08798874,0.009,0.678,0.956,25,11,848,11.717
-0.08794374,0.0061,0.495,0.898,1,5,947,12.4
-0.08790161,0.0125,0.616,0.999,28,14,708,14.386
-0.08786597,0.0076,0.247,0.986,24,156,775,13.834
-0.08784775,0.0098,0.573,0.91,25,8,801,14.222
-0.08783873,0.0113,0.254,0.956,24,145,904,14.984
-0.08774784,0.0145,0.478,0.881,30,9,527,14.295
-0.08769763,0.0149,0.595,0.982,25,11,994,12.492
-0.08769417,0.0045,0.565,0.918,18,7,702,13.87
-0.08768902,0.014,0.511,0.877,30,9,576,12.861
-0.08768623,0.0106,0.488,0.915,2,12,488,13.726
-0.08764195,0.0104,0.588,0.886,25,8,593,12.956
-0.08762843,0.0111,0.251,0.974,24,189,842,14.576
-0.08759534,0.008,0.255,0.998,24,225,813,14.048
-0.08758359,0.0073,0.495,0.976,21,8,661,13.945
-0.08757534,0.0094,0.457,0.888,1,5,525,12.882
-0.08757074,0.009,0.577,0.902,1,8,583,14.103
-0.0875676,0.0105,0.434,0.917,24,19,516,10.527
-0.08752518,0.0111,0.566,0.918,20,13,627,13.495
-0.0874513,0.0134,0.492,0.945,1,9,636,13.798
-0.08738273,0.0137,0.486,0.952,30,12,987,14.399
-0.0873827,0.0127,0.321,0.915,24,117,821,13.939
-0.08728576,0.0119,0.45,0.947,24,22,585,10.328
-0.08727229,0.0063,0.403,0.881,29,10,593,13.446
-0.08726384,0.014,0.605,0.936,29,14,909,13.164
-0.08719313,0.0103,0.253,0.987,24,160,916,14.784
-0.0871242,0.015,0.554,0.833,29,7,730,11.983
-0.08711782,0.0124,0.252,0.965,24,166,845,14.778
-0.08711412,0.0135,0.549,0.804,20,13,645,13.139
-0.08702322,0.014,0.452,0.644,2,7,790,13.288
-0.08693171,0.0126,0.278,0.991,24,173,827,13.992
-0.08692961,0.0128,0.237,0.999,24,182,851,13.672
-0.08689047,0.0128,0.232,0.973,24,172,986,14.173
-0.08685614,0.0112,0.638,0.968,6,6,626,13.844
-0.08685323,0.0148,0.512,0.896,25,9,558,14.804
-0.08683199,0.0102,0.248,0.978,24,189,751,14.303
-0.08682652,0.0102,0.62,0.947,3,10,647,12.802
-0.08681865,0.0108,0.548,0.934,26,8,668,13.827
-0.08680946,0.0091,0.411,0.843,24,43,648,12.951
-0.0867942,0.011,0.453,0.9,26,11,740,14.089
-0.08675375,0.0054,0.551,0.881,26,7,826,12.972
-0.0867137,0.0097,0.247,0.98,24,160,842,14.71
-0.08658834,0.0059,0.253,0.953,24,174,921,14.423
-0.08649228,0.0064,0.411,0.922,27,9,460,13.173
-0.08645515,0.0065,0.549,0.804,20,13,645,13.123
-0.08644072,0.009,0.575,0.902,1,8,593,13.261
-0.08641172,0.0102,0.44,0.973,24,22,897,10.57
-0.08640613,0.0142,0.514,0.875,30,9,910,14.619
-0.0864002,0.0114,0.052,0.961,4,19,792,13.012
-0.0863383,0.0104,0.408,0.96,24,26,614,11.017
-0.08629698,0.0122,0.574,0.919,18,7,784,13.673
-0.08626334,0.0105,0.445,0.887,1,12,711,14.774
-0.08619435,0.0092,0.455,0.901,27,5,810,12.939
-0.0861315,0.0148,0.246,0.994,24,150,633,14.933
-0.08607093,0.0109,0.254,0.996,24,183,840,14.154
-0.08595514,0.0094,0.477,0.807,23,6,526,14.752
-0.08594889,0.0067,0.425,0.883,2,9,458,13.608
-0.08594231,0.0137,0.246,0.989,24,157,713,14.641
-0.08591851,0.014,0.57,0.881,29,13,609,14.672
-0.08582953,0.0101,0.539,0.96,3,12,633,13.8
-0.08580874,0.0107,0.5,0.992,17,5,969,14.334
-0.08577683,0.0144,0.539,0.948,20,13,764,13.123
-0.08570527,0.0102,0.497,0.781,15,3,827,11.815
-0.08570397,0.0092,0.253,0.986,24,157,858,14.445
-0.0856837,0.0026,0.3,0.897,24,136,612,14.675
-0.08558581,0.0083,0.586,0.982,1,8,538,12.606
-0.08552759,0.0142,0.569,0.977,23,8,891,13.07
-0.08550726,0.0106,0.546,0.826,25,8,514,14.784
-0.08546705,0.0081,0.467,0.963,26,8,467,13.71
-0.08544007,0.0118,0.565,0.908,0,6,624,13.229
-0.08543066,0.01,0.242,0.962,24,175,877,14.636
-0.08542022,0.0102,0.626,0.864,3,10,746,12.802
-0.08538696,0.0141,0.578,0.906,26,10,743,13.827
-0.08536754,0.0099,0.512,0.925,3,12,638,14.998
-0.08526582,0.0108,0.499,0.893,0,6,610,14.601
-0.0852005,0.0088,0.534,0.924,23,9,717,14.003
-0.08517021,0.0073,0.253,0.971,24,146,783,14.114
-0.08513522,0.0073,0.253,0.97,24,152,783,14.09
-0.08512119,0.0089,0.564,0.916,23,6,638,12.942
-0.08507863,0.0103,0.465,0.908,26,10,501,13.546
