reward,StopLoss,enter_at,close_at,typeMA,MA_period,ATR_period,ATR_multi
-0.13929683,0.0107,0.478,0.891,29,11,907,14.421
-0.13887248,0.01,0.393,0.855,21,7,658,14.448
-0.13868049,0.0121,0.546,0.881,27,8,468,13.603
-0.1385512,0.0065,0.546,0.949,27,8,525,13.684
-0.13845748,0.0141,0.444,0.662,29,5,794,13.814
-0.13825886,0.0142,0.495,0.871,30,8,532,12.847
-0.13816587,0.0128,0.248,0.902,24,223,929,14.999
-0.13811774,0.0125,0.594,0.982,25,8,536,11.785
-0.13802987,0.0143,0.491,0.866,1,6,596,13.555
-0.13800193,0.0125,0.601,0.889,28,15,559,13.795
-0.13778686,0.0109,0.357,0.74,2,8,489,14.862
-0.13766486,0.0143,0.494,0.871,26,8,578,13.545
-0.13765913,0.01,0.581,0.926,3,12,645,12.95
-0.13761358,0.013,0.522,0.885,23,6,573,13.541
-0.13738977,0.0098,0.254,0.935,24,212,791,14.481
-0.13734309,0.0069,0.548,0.852,27,8,623,12.648
-0.13710143,0.014,0.499,0.873,18,5,796,14.899
-0.13705636,0.0101,0.476,0.929,28,11,868,13.508
-0.13702328,0.014,0.578,0.998,18,8,858,14.323
-0.13695445,0.0111,0.544,0.876,29,10,595,14.139
-0.1362801,0.0127,0.361,0.715,24,12,744,13.786
-0.13529784,0.0094,0.414,0.881,21,6,363,13.682
-0.13497393,0.0099,0.51,0.877,27,8,506,14.983
-0.13495859,0.0115,0.448,0.864,1,6,581,14.308
-0.134845,0.0067,0.435,0.917,2,12,476,13.594
-0.13480841,0.0043,0.425,0.863,22,7,936,11.783
-0.13461885,0.0098,0.44,0.973,24,22,523,10.57
-0.13435768,0.01,0.601,0.967,23,8,513,12.938
-0.13432482,0.0057,0.514,0.963,30,10,535,13.49
-0.13424931,0.0104,0.593,0.948,26,8,631,12.336
-0.1342176,0.0108,0.561,0.916,1,7,597,13.33
-0.13412393,0.0119,0.446,0.954,24,22,438,10.57
-0.13373459,0.0098,0.531,0.909,27,8,508,13.775
-0.13356027,0.0075,0.496,0.871,30,8,574,13.604
-0.13330266,0.0123,0.559,0.894,1,6,585,12.581
-0.13327458,0.012,0.534,0.881,25,8,468,13.598
-0.13326996,0.0143,0.458,0.896,3,13,518,13.75
-0.13309589,0.0073,0.443,0.983,21,8,548,13.744
-0.1329596,0.0111,0.491,0.896,29,11,808,14.169
-0.13295701,0.0109,0.539,0.934,26,10,592,13.529
-0.13283055,0.015,0.502,0.904,23,6,635,12.956
-0.13269138,0.0101,0.497,0.872,29,11,788,14.436
-0.13262755,0.0105,0.352,0.766,21,4,426,14.227
-0.13221894,0.0068,0.488,0.876,2,9,553,13.31
-0.13189355,0.0091,0.534,0.913,3,9,643,12.126
-0.13163258,0.0134,0.508,0.945,0,9,638,13.153
-0.13161234,0.0122,0.578,0.98,1,8,579,13.801
-0.13114732,0.0099,0.564,0.948,26,8,608,12.496
-0.13089774,0.0128,0.447,0.868,21,4,706,12.767
-0.13081064,0.0145,0.553,0.865,26,8,636,13.706
-0.13071631,0.0095,0.165,0.945,13,69,109,14.422
-0.13056256,0.0101,0.519,0.886,29,11,482,13.162
-0.13056236,0.0099,0.57,0.901,26,10,974,13.021
-0.13040178,0.0116,0.448,0.867,1,6,581,14.308
-0.1303541,0.0105,0.495,0.871,30,9,580,13.428
-0.13014554,0.0107,0.47,0.978,21,7,767,13.133
-0.12988552,0.0058,0.452,0.968,2,12,531,13.031
-0.12985182,0.0108,0.491,0.885,29,11,889,14.169
-0.12981105,0.0135,0.522,0.876,29,11,617,13.761
-0.12962965,0.0104,0.294,0.955,0,4,465,14.738
-0.12922172,0.0098,0.573,0.994,18,8,776,14.46
-0.1292093,0.0079,0.53,0.871,23,8,509,14.971
-0.12907816,0.0109,0.489,0.9,0,9,477,13.768
-0.12905,0.0095,0.606,0.874,20,10,621,13.455
-0.12894311,0.0098,0.534,0.909,25,9,496,13.909
-0.12870467,0.0113,0.546,0.965,26,8,533,11.713
-0.12867937,0.0067,0.435,0.917,3,12,457,13.814
-0.1285624,0.01,0.361,0.6,24,12,715,14.441
-0.12816981,0.0091,0.568,0.977,26,10,520,13.052
-0.12813182,0.0108,0.583,0.996,4,12,651,14.328
-0.1279197,0.0083,0.586,0.982,25,8,536,12.598
-0.1278154,0.0112,0.463,0.887,30,9,500,13.41
-0.12767437,0.0075,0.443,0.984,21,8,599,13.733
-0.12760717,0.0095,0.546,0.88,27,8,525,13.762
-0.12758548,0.0105,0.54,0.912,25,8,633,13.434
-0.12758175,0.0128,0.339,0.652,24,23,743,14.43
-0.12738783,0.0148,0.494,0.871,30,12,578,14.965
-0.12737981,0.0098,0.604,0.895,3,12,730,13.745
-0.12731953,0.0141,0.58,0.943,1,9,476,13.893
-0.12727666,0.01,0.512,0.925,3,12,638,13.181
-0.12722557,0.013,0.599,0.984,27,8,795,13.422
-0.12706362,0.0143,0.637,0.906,26,9,626,13.026
-0.12704211,0.0073,0.443,0.983,21,8,549,13.733
-0.12673141,0.0108,0.561,0.916,1,7,597,14.142
-0.12645184,0.014,0.594,0.98,18,7,986,14.269
-0.12615396,0.0016,0.538,0.989,4,12,892,13.538
-0.12603185,0.012,0.53,0.965,18,7,986,14.964
-0.12597927,0.0067,0.435,0.917,2,12,495,13.594
-0.12592037,0.0123,0.553,0.893,3,3,617,12.566
-0.12589962,0.0109,0.546,0.934,26,9,511,13.394
-0.12577913,0.0135,0.572,0.972,25,8,792,12.546
-0.1256699,0.0106,0.252,0.912,24,167,853,14.975
-0.12563502,0.0092,0.549,0.973,1,7,515,13.02
-0.12549819,0.0057,0.256,0.965,24,156,873,13.99
-0.12546869,0.0131,0.53,0.871,23,8,468,14.524
-0.12546206,0.003,0.359,0.907,4,9,574,13.664
-0.12513955,0.0144,0.594,0.983,25,11,967,12.883
-0.12502582,0.0142,0.514,0.875,30,9,593,14.619
-0.12490981,0.0118,0.543,0.948,27,9,468,13.901
-0.12474391,0.014,0.511,0.881,3,14,609,14.175
-0.1246851,0.0098,0.603,0.845,26,10,506,13.308
-0.12468178,0.012,0.552,0.936,5,7,628,13.829
-0.12455037,0.0117,0.457,0.874,30,9,571,13.809
-0.12454691,0.0125,0.246,0.904,24,226,999,14.978
-0.12445871,0.0141,0.504,0.934,26,10,885,13.827
-0.12435654,0.0143,0.492,0.865,28,14,525,14.594
-0.12421549,0.0094,0.592,0.857,27,6,601,12.909
-0.12413236,0.0109,0.47,0.9,28,11,735,13.768
-0.12412955,0.0132,0.576,0.968,25,6,668,11.124
-0.12410165,0.0101,0.57,0.901,26,10,974,12.955
-0.12402689,0.0118,0.555,0.948,1,9,468,13.901
-0.12381995,0.0135,0.545,0.874,29,11,589,13.178
-0.12372789,0.0128,0.463,0.948,24,23,429,10.644
-0.12368466,0.0136,0.503,0.905,27,8,739,13.801
-0.12365437,0.0095,0.535,0.953,27,8,567,13.624
-0.12364737,0.0141,0.439,0.967,24,24,480,10.496
-0.12337653,0.013,0.535,0.881,25,8,462,13.593
-0.12299429,0.0094,0.552,0.89,25,8,508,13.776
-0.12288482,0.0082,0.136,0.934,24,214,653,14.528
-0.12273011,0.0116,0.259,0.931,24,179,873,14.684
-0.12264613,0.0112,0.578,0.934,26,10,510,13.539
-0.12264459,0.0099,0.539,0.934,26,10,593,13.529
-0.12262716,0.0142,0.593,0.914,30,8,578,12.886
-0.12260076,0.0103,0.572,0.9,26,8,631,13.026
-0.1225422,0.0099,0.539,0.934,26,10,596,13.529
-0.12245901,0.0127,0.463,0.969,24,23,429,10.57
-0.12243397,0.0104,0.441,0.973,24,22,540,10.57
-0.12236553,0.0112,0.568,0.875,18,7,887,14.348
-0.12215577,0.0116,0.512,0.893,28,10,737,13.338
-0.12215336,0.0134,0.507,0.945,1,7,618,12.814
-0.12210178,0.014,0.586,0.974,29,15,643,13.497
-0.12193736,0.012,0.561,0.861,27,8,573,13.684
-0.12190855,0.0111,0.56,0.996,25,10,518,13.076
-0.12171434,0.0079,0.602,0.902,1,8,594,14.367
-0.12118074,0.0114,0.485,0.973,1,7,469,12.98
-0.12107782,0.01,0.549,0.934,26,10,506,13.708
-0.12106582,0.0145,0.571,0.881,29,12,668,14.254
-0.12086995,0.0114,0.44,0.954,24,22,438,10.57
-0.12072021,0.013,0.463,0.948,24,23,483,10.644
-0.12060171,0.0111,0.539,0.934,26,10,568,14.321
-0.1205704,0.0065,0.549,0.804,20,8,525,13.247
-0.12054391,0.0072,0.494,0.871,30,8,574,13.519
-0.12046726,0.0088,0.556,0.758,29,7,730,11.983
-0.1204635,0.0089,0.431,0.934,5,6,645,13.566
-0.12044902,0.0129,0.547,0.896,23,9,655,14.7
-0.12043565,0.0061,0.396,0.862,3,11,699,12.868
-0.12029923,0.0093,0.601,0.837,23,8,721,12.942
-0.12024569,0.0108,0.58,0.934,27,7,597,13.33
-0.1202251,0.0097,0.546,0.911,27,8,579,14.15
-0.12017837,0.0123,0.269,0.916,24,224,999,14.99
-0.12009389,0.01,0.426,0.875,26,8,484,13.545
-0.12000588,0.01,0.488,0.834,3,10,488,13.966
-0.11988571,0.0095,0.465,0.828,30,8,577,13.684
-0.11984933,0.0105,0.435,0.917,2,12,516,13.597
-0.11976616,0.0143,0.243,0.92,24,175,866,14.761
-0.11961366,0.0128,0.463,0.941,24,23,429,10.644
-0.11957678,0.0108,0.503,0.985,21,7,480,13.116
-0.11954799,0.0122,0.578,0.982,26,8,653,11.701
-0.11949825,0.0117,0.579,0.935,28,14,596,13.529
-0.11940764,0.0143,0.443,0.977,24,23,390,10.605
-0.11930849,0.0094,0.457,0.926,23,8,844,13.682
-0.11920085,0.0135,0.545,0.886,29,11,482,13.178
-0.11920031,0.014,0.495,0.871,30,7,530,12.847
-0.11916661,0.0112,0.491,0.904,29,11,808,13.297
-0.11914635,0.0063,0.253,0.953,24,146,783,14.114
-0.11909986,0.0059,0.253,0.953,24,179,949,14.3
-0.11909787,0.0109,0.534,0.881,25,8,793,13.164
-0.11873754,0.0141,0.44,0.973,24,22,747,10.328
-0.11872444,0.0111,0.539,0.933,25,8,483,13.353
-0.11870428,0.0105,0.53,0.984,24,45,858,14.377
-0.11852092,0.0111,0.542,0.934,27,7,506,13.368
-0.11848898,0.0109,0.546,0.949,27,8,525,13.684
-0.11847507,0.0109,0.539,0.934,26,10,513,13.394
-0.11847507,0.0097,0.538,0.934,23,8,524,13.68
-0.11844463,0.009,0.474,0.881,27,4,525,12.099
-0.11833527,0.0148,0.494,0.871,30,11,582,14.965
-0.11796372,0.0117,0.511,0.874,30,9,575,13.819
-0.1179197,0.0095,0.546,0.881,27,8,525,13.684
-0.11786708,0.0112,0.461,0.876,29,9,500,13.41
-0.11784882,0.0143,0.494,0.871,30,12,577,14.74
-0.11779206,0.0092,0.59,0.986,22,8,647,14.569
-0.11777767,0.0142,0.511,0.75,2,8,697,14.175
-0.11767883,0.0106,0.548,0.969,26,12,665,13.191
-0.11742699,0.0126,0.246,0.909,24,179,921,14.844
-0.11741722,0.0146,0.478,0.855,26,9,526,14.069
-0.117397,0.0127,0.378,0.564,24,12,744,13.741
-0.11730649,0.014,0.544,0.966,25,8,486,13.328
-0.11729942,0.0058,0.421,0.964,2,12,531,13.031
-0.11727708,0.015,0.512,0.871,30,12,598,14.949
-0.11693864,0.0113,0.412,0.96,24,22,611,10.526
-0.11674065,0.0149,0.512,0.886,25,9,558,14.568
-0.11673001,0.0141,0.266,0.974,24,174,790,13.89
-0.11660424,0.014,0.578,0.998,18,8,858,14.621
-0.11660332,0.0121,0.566,0.902,18,5,831,14.943
-0.11653821,0.0098,0.57,0.947,2,10,647,12.802
-0.11647648,0.007,0.624,0.863,30,10,936,11.783
-0.11612538,0.0092,0.52,0.948,1,9,774,14.298
-0.11587628,0.0097,0.275,0.916,24,201,830,14.989
-0.11586785,0.0059,0.43,0.799,27,4,575,13.43
-0.11584865,0.0073,0.594,0.871,30,8,574,13.504
-0.11580215,0.0068,0.507,0.83,1,7,438,14.048
-0.11564429,0.0117,0.457,0.874,30,9,571,13.807
-0.11550985,0.0117,0.463,0.884,29,12,645,13.441
-0.11534688,0.0076,0.529,0.872,18,7,509,14.898
-0.11522428,0.0141,0.504,0.988,26,10,592,13.024
-0.1152103,0.0101,0.603,0.971,25,11,848,11.407
-0.11517907,0.0091,0.534,0.913,3,9,643,12.135
-0.11513977,0.0103,0.499,0.849,3,10,644,13.966
-0.11490402,0.0075,0.534,0.827,25,8,552,13.809
-0.11477596,0.0113,0.294,0.998,24,161,836,13.571
-0.11475579,0.0118,0.49,0.92,26,10,514,14.983
-0.11468017,0.0135,0.545,0.885,29,11,482,13.178
-0.11450646,0.0142,0.603,0.973,25,11,848,11.407
-0.11430401,0.014,0.431,0.859,2,7,662,13.157
-0.1142533,0.0017,0.538,0.98,4,12,892,13.538
-0.11425329,0.0103,0.496,0.882,1,8,711,14.656
-0.11421132,0.0103,0.437,0.935,26,10,506,13.444
-0.11406567,0.0149,0.46,0.887,26,8,500,13.42
-0.11405676,0.0105,0.342,0.746,21,4,426,14.227
-0.11386734,0.0131,0.27,0.956,22,11,657,12.58
-0.11377613,0.0138,0.495,0.855,30,8,576,12.821
-0.11375363,0.0111,0.548,0.907,27,8,709,13.827
-0.11365912,0.014,0.571,0.881,29,13,668,14.254
-0.113636,0.0109,0.539,0.934,26,10,592,13.529
-0.11360801,0.0142,0.494,0.871,30,8,578,12.847
-0.11343894,0.0111,0.48,0.874,30,11,506,14.172
-0.1134272,0.0067,0.425,0.883,2,9,459,13.608
-0.11338967,0.0117,0.457,0.874,30,9,575,13.819
-0.11326649,0.0138,0.578,0.904,1,8,593,13.261
-0.11323231,0.0106,0.48,0.963,30,10,531,12.823
-0.11320828,0.0126,0.52,0.884,24,10,768,10.743
-0.11318277,0.0141,0.444,0.652,29,5,509,13.813
-0.11308583,0.014,0.555,0.95,1,9,469,14.096
-0.11305551,0.0109,0.437,0.907,0,6,628,13.525
-0.11293024,0.0099,0.662,0.959,3,11,644,12.281
-0.11291828,0.0114,0.471,0.973,1,7,469,12.98
-0.11276051,0.0073,0.487,0.897,24,29,768,10.447
-0.11274028,0.0142,0.495,0.94,30,10,812,13.556
-0.11269023,0.0126,0.246,0.915,24,226,879,14.978
-0.11266745,0.0148,0.606,0.925,28,13,657,12.902
-0.11259626,0.0134,0.492,0.956,24,49,636,11.15
-0.11240207,0.008,0.63,0.952,1,6,635,12.849
-0.11237587,0.0145,0.469,0.943,24,15,428,10.602
-0.11236451,0.0095,0.165,0.945,13,69,109,13.993
-0.11235933,0.0133,0.494,0.871,28,12,643,13.657
-0.11216529,0.0123,0.544,0.949,23,9,857,13.797
-0.11203956,0.0141,0.444,0.652,29,5,509,13.813
-0.11203486,0.012,0.534,0.883,25,8,463,13.598
-0.11187977,0.0099,0.506,0.9,1,8,826,13.889
-0.11184121,0.0134,0.502,0.861,1,8,472,14.519
-0.11183904,0.0143,0.528,0.952,25,7,523,12.831
-0.11175255,0.0108,0.558,0.915,1,7,493,13.33
-0.11171653,0.009,0.534,0.98,23,9,717,14.016
-0.11167882,0.0134,0.536,0.973,25,9,471,13.91
-0.11165687,0.0128,0.275,0.992,24,119,834,12.87
-0.11154237,0.0108,0.495,0.949,24,27,885,13.628
-0.11140759,0.0059,0.253,0.953,24,179,949,14.3
-0.11133815,0.0103,0.49,0.935,25,10,506,14.983
