[-1954.64771067],2,378,2,5,3,6
[-1815.02792869],2,317,2,5,3,6
[-1813.21640384],2,414,3,5,0,4
[-1715.00977943],4,369,2,5,4,2
[-1629.79061634],2,370,2,5,3,7
[-1616.49390919],2,370,3,5,3,1
[-1487.30185289],2,414,2,5,0,3
[-1487.30185289],2,414,2,5,3,3
[-1351.52958373],2,425,2,5,3,2
[-1300.23522491],2,433,2,5,3,7
[-1222.30103915],4,314,2,5,4,2
[-1142.41463182],2,448,2,5,4,6
[-916.36736832],2,886,3,5,5,2
[-902.03751778],2,887,3,5,4,8
[-902.03751778],2,887,3,5,5,7
[-902.03751778],2,887,3,5,0,8
[-902.03751778],2,887,3,5,4,2
[-902.03751778],2,887,3,4,0,7
[-902.03751778],2,887,3,6,4,2
[-902.03751778],2,887,3,5,4,7
[-902.03751778],2,887,3,5,5,8
[-902.03751778],2,887,3,5,3,7
[-900.82904651],2,883,3,5,3,2
[-847.06760654],2,925,3,4,0,7
[-844.15492005],2,944,3,5,0,7
[-844.15492005],2,944,3,4,0,7
[-844.05628072],2,940,3,7,4,2
[-844.05628072],2,940,3,5,4,2
[-843.14313467],2,946,3,6,4,2
[-832.1219604],2,941,3,4,0,2
[-830.48460441],2,942,3,5,0,7
[-830.48460441],2,942,3,5,0,1
