-0.0602592276891086,324,614,453,6,4,2
-0.043629872980775204,324,614,460,6,4,3
-0.03864333062961917,627,504,614,0,3,2
-0.021956054458887157,829,822,786,4,4,2
-0.016865513590074606,615,383,741,3,6,8
-0.014180838463637735,361,382,493,6,4,8
-0.013862277510936204,462,837,614,3,2,2
-0.01252556169953679,929,660,867,8,6,4
-0.012451185686889658,829,822,783,4,4,2
-0.012232223162830392,970,636,933,8,4,4
-0.010386433234783336,616,383,741,3,6,8
-0.010181565808639412,347,447,916,1,2,8
-0.00873920721565017,246,391,767,6,4,0
-0.007569730544743846,431,128,793,4,6,8
-0.006236108082086535,864,874,712,0,8,4
-0.0059439674685943,754,995,172,2,5,0
-0.0058436484552256964,774,881,363,2,2,3
-0.005648928205936383,529,542,695,2,1,6
-0.005620801083515598,832,983,453,6,3,8
-0.004632608436336895,642,364,589,3,6,8
-0.0045586806054921545,698,229,630,5,1,0
-0.004339031188670442,328,805,808,6,3,1
-0.004338950252815066,847,626,449,4,6,1
-0.004178808333842935,942,458,438,6,4,8
-0.004046537998784137,822,336,715,3,1,2
-0.0037737317560618197,390,860,885,2,8,4
-0.0036034326453007444,785,467,638,5,6,2
-0.0032596590971228226,588,437,409,2,2,8
-0.0031621424538567015,785,467,638,5,3,2
-0.0031616532971863297,265,766,385,6,8,5
-0.002994517754911097,998,334,853,8,1,4
-0.002950075738222836,436,835,923,0,5,4
-0.0029270909944820096,975,920,556,5,3,3
-0.0028241495419258585,591,769,519,6,4,1
-0.002765100279554964,655,576,402,8,3,2
-0.0025970114771046815,986,363,262,0,3,1
-0.0025678507306262257,594,474,455,0,3,1
-0.0025289751556397256,179,916,395,6,8,5
-0.002360268203738602,525,258,497,5,0,8
-0.002325055594535949,408,446,358,0,8,8
-0.0023189624864860987,533,692,820,6,3,1
-0.0022892433902712045,738,152,421,8,6,1
-0.0022510789649607065,724,161,396,8,6,1
-0.0022221456812823908,297,950,206,6,8,1
-0.002218780217969366,528,818,431,6,3,8
-0.00214987981627461,480,953,527,4,2,5
-0.001979550979063746,381,840,388,3,0,5
-0.0018494141735715555,741,554,440,5,6,1
-0.0018192050734307467,818,566,757,3,6,2
