[-0.00084054],753,147,995,8,6,3
[-0.00083861],656,192,468,8,6,1
[-0.00078796],608,109,648,8,2,5
[-0.00076989],249,452,656,6,8,0
[-0.00071362],349,941,583,6,8,3
[-0.00068829],652,163,495,8,6,1
[-0.00068581],793,179,861,8,6,3
[-0.00064635],650,163,495,8,6,1
[-0.00063421],349,901,583,6,8,3
[-0.00063308],743,179,873,8,6,3
[-0.00062596],291,923,583,6,8,3
[-0.00062575],610,118,488,8,6,1
[-0.00058825],513,896,426,6,2,5
[-0.00058692],793,174,924,8,6,3
[-0.00058608],523,896,426,6,2,5
[-0.00057382],653,163,490,8,6,1
[-0.00048658],743,160,881,8,6,3
[-0.00046822],743,198,881,8,6,3
[-0.00043589],653,237,490,8,6,1
[-0.00039577],768,178,948,8,6,3
[-0.00037466],271,981,583,6,8,3
[-0.00036071],738,186,987,8,6,3
[-0.00033153],873,557,648,8,2,5
[-0.00030182],633,346,874,3,3,5
[-0.00027852],741,767,814,8,0,8
[-0.00025077],793,176,881,8,6,3
[-0.00022566],409,754,813,1,4,8
[-0.00022347],296,924,586,6,8,3
[-0.00020623],801,85,905,8,0,3
[-0.00019577],738,199,821,8,6,3
[-0.0001844],742,186,881,8,6,3
[-0.00014947],801,85,885,8,0,3
[-0.00014397],650,163,457,8,6,1
[-0.00014031],660,739,794,8,8,8
[-0.00012728],409,756,813,1,4,8
[-0.00010724],872,1000,933,6,4,4
[-0.00010174],246,450,656,6,8,0
[-0.00010123],769,176,881,8,6,3
[-9.41553636e-05],769,173,879,8,6,3
[-8.51576195e-05],743,176,881,8,6,3
[-8.1433763e-05],650,148,521,8,6,1
[-7.7084149e-05],872,1000,883,6,4,4
[-6.78899098e-05],649,118,488,8,6,1
[-6.63553291e-05],872,981,883,6,4,4
[-2.01432612e-05],769,176,879,8,6,3
[-1.47180604e-05],296,909,582,6,8,3
[-6.07128321e-06],834,398,702,0,4,8
[-3.22404632e-06],601,148,521,8,6,1
[-0.],291,934,353,7,7,3
[-0.],91,13,441,7,7,3
[-0.],746,324,6,7,7,7
[-0.],664,788,529,7,7,6
[-0.],148,580,873,7,7,6
[-0.],107,321,31,7,7,1
[-0.],291,934,147,7,7,2
[-0.],788,920,867,7,7,3
[-0.],703,671,203,7,7,7
[-0.],89,126,821,7,7,1
[-0.],91,95,504,7,7,3
[-0.],166,856,490,7,7,1
[-0.],240,681,809,7,7,3
[-0.],800,912,900,7,7,8
[-0.],107,366,31,7,7,1
[-0.],328,562,516,7,7,3
[-0.],742,813,6,7,7,7
[-0.],703,671,246,7,7,7
[-0.],804,461,514,7,7,1
[-0.],160,557,882,7,7,6
[-0.],328,647,436,7,7,8
[-0.],86,594,31,7,7,1
[-0.],218,467,988,7,7,6
[-0.],483,941,734,7,7,7
[-0.],793,920,823,7,7,3
[-0.],91,751,504,7,7,3
[-0.],53,366,26,7,7,1
[-0.],340,562,535,7,7,3
[-0.],383,520,283,7,7,3
[-0.],810,464,899,7,7,5
[-0.],703,690,203,7,7,7
[-0.],788,871,867,7,7,3
[-0.],218,227,988,7,7,1
[-0.],303,647,436,7,7,8
[-0.],742,811,6,7,7,2
[-0.],86,594,461,7,7,1
[-0.],431,366,9,7,7,1
[-0.],483,941,734,7,7,8
[-0.],340,134,535,7,7,3
[-0.],827,751,504,7,7,3
[-0.],328,943,516,7,7,2
[-0.],968,377,326,7,7,1
[-0.],551,321,31,7,7,1
[-0.],275,681,809,7,7,3
[-0.],841,466,709,7,7,8
[-0.],739,414,882,7,7,0
[-0.],808,912,850,7,7,8
[-0.],483,946,734,7,7,8
[-0.],703,665,246,7,7,5
[-0.],783,920,625,7,7,3
[-0.],206,212,219,7,7,1
[-0.],91,95,704,7,7,3
[-0.],166,858,756,7,7,1
[-0.],669,788,521,7,7,6
[-0.],827,752,510,7,7,3
[-0.],201,602,320,7,7,6
[-0.],700,158,204,7,7,1
[-0.],238,681,456,7,7,3
[-0.],788,871,793,7,7,3
[-0.],291,934,426,7,7,3
[-0.],427,13,825,7,7,7
[-0.],251,617,987,7,7,6
[-0.],742,920,6,7,7,2
[-0.],793,920,826,7,7,3
[0.],997,999,760,8,8,8
[-0.],841,466,983,7,7,8
[-0.],810,464,961,7,7,8
[-0.],732,686,963,7,7,7
[-0.],303,297,716,7,7,8
[-0.],807,547,676,7,7,1
[-0.],611,604,873,7,7,6
[-0.],732,414,18,7,7,0
[-0.],330,647,789,7,7,8
[-0.],340,515,535,7,7,3
[-0.],318,564,935,7,7,3
[-0.],870,557,882,7,7,4
[-0.],607,681,809,7,7,5
[-0.],53,648,26,7,7,8
[-0.],781,181,404,7,7,0
[-0.],732,397,33,7,7,0
[-0.],593,702,810,7,7,5
[-0.],340,514,456,7,7,3
[-0.],830,482,670,7,7,8
[-0.],793,744,823,7,7,3
[-0.],107,366,120,7,7,1
[-0.],305,292,716,7,7,8
[-0.],790,920,625,7,7,3
[-0.],86,942,955,7,7,1
[-0.],992,671,246,7,7,2
[-0.],91,7,457,7,7,1
[-0.],291,955,353,7,7,3
[-0.],766,912,882,7,7,8
[-0.],291,909,147,7,7,2
[-0.],827,751,508,7,7,3
[-0.],377,564,725,7,7,0
[-0.],206,462,219,7,7,1
[-0.],166,174,246,7,7,1
[-0.],251,617,733,7,7,1
[-0.],244,751,504,7,7,3
[-0.],703,690,868,7,7,7
[-0.],324,597,789,7,7,1
[-0.],328,862,840,7,7,8
[0.],741,946,804,5,8,8
[-0.],788,921,986,7,7,5
[-0.],91,95,877,7,7,8
[-0.],484,941,734,7,7,7
[-0.],238,682,535,7,7,3
[-0.],810,792,961,7,7,7
[-0.],826,562,535,7,7,3
[-0.],160,553,450,7,7,1
[-0.],89,495,797,7,7,1
[-0.],788,899,793,7,7,3
[-0.],827,571,886,7,7,8
[-0.],739,619,882,7,7,1
[-0.],218,256,988,7,7,6
[-0.],700,842,714,7,7,1
[-0.],87,681,805,7,7,3
[-0.],788,871,208,7,7,3
[-0.],345,943,516,7,7,2
[-0.],176,193,213,7,7,1
[-0.],783,920,697,7,7,3
[-0.],782,499,327,7,7,0
[-0.],805,466,964,7,7,7
[-0.],598,647,449,7,7,6
[-0.],734,401,33,7,7,0
[-0.],226,240,961,7,7,8
[-0.],358,292,684,7,7,8
[-0.],304,465,673,7,7,8
[-0.],402,569,773,7,7,0
[-0.],207,214,250,7,7,1
[-0.],613,681,809,7,7,5
[-0.],782,386,327,7,7,4
[-0.],79,59,504,7,7,3
[-0.],151,943,957,7,7,1
[-0.],82,13,437,7,7,3
[-0.],291,955,315,7,7,3
[-0.],345,943,739,7,7,2
[-0.],303,647,423,7,7,8
[-0.],57,495,797,7,7,1
[-0.],240,882,809,7,7,2
[-0.],176,214,535,7,7,1
[-0.],240,751,504,7,7,3
[-0.],732,407,18,7,7,0
[-0.],816,747,504,7,7,3
[-0.],971,652,105,7,7,8
[-0.],91,751,496,7,7,3
[-0.],340,514,447,7,7,3
[-0.],853,870,535,7,7,3
[-0.],956,341,307,7,7,1
[-0.],834,571,886,7,7,8
[-0.],800,916,920,7,7,8
[-0.],91,95,820,7,7,8
[-0.],345,515,531,7,7,3
[-0.],328,859,516,7,7,8
[-0.],483,946,812,7,7,8
[-0.],595,744,812,7,7,3
[-0.],87,630,805,7,7,8
[-0.],266,297,716,7,7,7
[-0.],578,751,508,7,7,2
[-0.],336,562,535,7,7,3
[-0.],90,338,93,7,7,1
[-0.],736,665,246,7,7,5
[-0.],808,550,635,7,7,8
[-0.],107,418,47,7,7,1
[-0.],814,397,326,7,7,1
[-0.],166,856,746,7,7,1
[-0.],737,684,898,7,7,5
[-0.],664,788,529,7,7,8
[-0.],742,920,6,7,7,8
[-0.],802,480,988,7,7,6
[-0.],747,617,732,7,7,1
[-0.],823,902,793,7,7,3
[-0.],568,321,31,7,7,1
[-0.],948,95,907,7,7,3
[-0.],107,598,120,7,7,1
[-0.],492,941,738,7,7,7
[-0.],456,983,219,7,7,1
[-0.],475,994,573,7,7,5
[-0.],886,938,823,7,7,3
[-0.],323,934,353,7,7,3
[-0.],781,614,975,7,7,0
[-0.],788,670,208,7,7,3
[-0.],723,665,882,7,7,1
[-0.],783,920,692,7,7,8
[-0.],650,936,789,7,7,8
[-0.],767,673,246,7,7,7
[-0.],706,557,885,7,7,0
[-0.],427,13,833,7,7,7
[-0.],340,859,535,7,7,8
[-0.],793,920,826,7,7,8
[-0.],596,713,873,7,7,6
[-0.],836,466,983,7,7,8
[-0.],328,946,840,7,7,2
[-0.],842,465,839,7,7,8
[-0.],800,912,850,7,7,1
[-0.],593,882,810,7,7,5
[-0.],86,579,461,7,7,1
[-0.],827,601,510,7,7,3
[-0.],703,690,873,7,7,7
[-0.],759,813,6,7,7,7
[-0.],704,744,823,7,7,3
[-0.],755,569,605,7,7,3
[-0.],883,751,974,7,7,8
[-0.],160,553,525,7,7,1
[-0.],540,91,31,7,7,1
[-0.],734,210,248,7,7,0
[-0.],845,503,847,7,7,8
[-0.],112,751,509,7,7,3
[-0.],788,651,849,7,7,3
[-0.],85,126,821,7,7,1
[-0.],340,859,539,7,7,8
[-0.],303,242,705,7,7,6
[-0.],893,920,866,7,7,3
[-0.],530,321,31,7,7,1
[-0.],800,916,992,7,7,8
[-0.],51,648,26,7,7,3
[-0.],322,564,935,7,7,3
[-0.],222,467,520,7,7,6
[-0.],996,25,738,7,7,1
[-0.],822,744,823,7,7,3
[-0.],337,941,734,7,7,2
[-0.],841,835,840,7,7,8
[-0.],739,619,951,7,7,1
[-0.],808,543,635,7,7,5
[-0.],303,647,436,7,7,0
[-0.],723,607,732,7,7,1
[-0.],853,238,193,7,7,1
[-0.],85,495,797,7,7,1
[-0.],737,685,895,7,7,5
[-0.],176,218,152,7,7,1
[-0.],650,936,213,7,7,8
[-0.],755,795,737,7,7,4
[-0.],343,134,535,7,7,3
[-0.],825,560,805,7,7,8
[-0.],954,922,794,7,7,8
[-0.],227,226,625,7,7,3
[-0.],742,43,6,7,7,2
[-0.],883,594,875,7,7,8
[-0.],151,946,957,7,7,1
[-0.],340,537,495,7,7,3
[-0.],338,562,535,7,7,3
[-0.],91,95,820,7,7,1
[-0.],536,321,31,7,7,1
[-0.],58,95,704,7,7,3
[-0.],971,652,101,7,7,8
[-0.],203,602,320,7,7,6
[-0.],240,680,973,7,7,3
[-0.],254,7,547,7,7,1
[-0.],117,419,673,7,7,2
[-0.],785,502,327,7,7,0
[-0.],337,514,756,7,7,3
[-0.],729,547,676,7,7,1
[-0.],957,656,979,7,7,7
[-0.],650,766,963,7,7,7
[-0.],166,157,246,7,7,1
[-0.],723,543,536,7,7,3
[-0.],218,243,955,7,7,1
[-0.],249,835,813,7,7,2
[-0.],827,601,506,7,7,3
[-0.],274,582,873,7,7,6
[-0.],816,920,692,7,7,8
[-0.],742,879,6,7,7,8
[-0.],470,941,734,7,7,8
[-0.],624,671,246,7,7,2
[-0.],402,569,776,7,7,0
[-0.],744,187,404,7,7,0
[-0.],808,938,788,7,7,8
[-0.],723,680,794,7,7,1
[-0.],841,571,882,7,7,8
[-0.],467,994,652,7,7,5
[-0.],777,970,342,7,7,4
[-0.],90,919,697,7,7,3
[-0.],107,343,121,7,7,3
[-0.],299,868,353,7,7,3
[-0.],818,397,326,7,7,1
[-0.],205,418,20,7,7,1
[-0.],613,661,758,7,7,5
[-0.],67,603,417,7,7,1
[-0.],438,853,984,7,7,8
[-0.],734,401,64,7,7,0
[-0.],593,702,810,7,7,8
[-0.],611,604,871,7,7,8
[-0.],381,955,353,7,7,8
[-0.],244,751,459,7,7,3
[-0.],669,788,986,7,7,6
[-0.],291,909,984,7,7,8
[-0.],848,875,709,7,7,8
[-0.],971,820,835,7,7,7
[-0.],789,920,6,7,7,2
[-0.],661,782,888,7,7,8
[-0.],371,941,754,7,7,7
[-0.],956,341,290,7,7,1
[-0.],977,959,805,7,7,8
[-0.],404,943,516,7,7,7
[-0.],328,450,983,7,7,8
[-0.],921,95,907,7,7,3
[-0.],959,466,475,7,7,8
[-0.],340,437,447,7,7,3
[-0.],91,49,877,7,7,8
[-0.],86,617,31,7,7,1
[-0.],206,844,561,7,7,3
[-0.],377,564,690,7,7,8
[-0.],922,916,792,7,7,8
[-0.],827,751,513,7,7,3
[-0.],870,470,879,7,7,8
[-0.],827,757,870,7,7,3
[-0.],732,393,530,7,7,0
[-0.],695,984,823,7,7,3
[-0.],767,673,303,7,7,7
[-0.],206,462,795,7,7,1
[-0.],862,681,456,7,7,3
[-0.],782,933,961,7,7,8
[-0.],93,790,397,7,7,3
[-0.],787,920,825,7,7,4
[-0.],700,158,250,7,7,1
[-0.],914,747,504,7,7,3
[-0.],594,776,873,7,7,6
[-0.],218,227,933,7,7,8
[-0.],810,819,961,7,7,8
[-0.],578,825,508,7,7,2
[-0.],664,788,593,7,7,3
[-0.],294,464,36,7,7,8
[-0.],160,672,882,7,7,6
[-0.],802,658,967,7,7,0
[-0.],169,858,456,7,7,1
[-0.],160,943,782,7,7,1
[-0.],802,925,423,7,7,8
[-0.],152,615,987,7,7,6
[-0.],467,437,903,7,7,0
[-0.],98,476,802,7,7,1
[-0.],841,647,449,7,7,6
[-0.],330,621,851,7,7,8
[-0.],340,902,530,7,7,3
[-0.],788,856,881,7,7,3
[-0.],594,882,810,7,7,5
[-0.],488,371,797,7,7,8
[-0.],779,943,955,7,7,1
[-0.],862,612,959,7,7,8
[-0.],742,135,6,7,7,5
[-0.],997,794,934,7,7,8
[-0.],323,858,353,7,7,3
[-0.],320,514,450,7,7,3
[-0.],210,95,877,7,7,8
[-0.],253,588,105,7,7,1
[-0.],224,941,967,7,7,7
[-0.],664,790,208,7,7,8
[-0.],732,415,18,7,7,0
[-0.],326,952,840,7,7,2
[-0.],782,916,858,7,7,3
[-0.],521,321,31,7,7,1
[-0.],11,321,31,7,7,1
[-0.],105,616,986,7,7,6
[-0.],486,240,728,7,7,8
[-0.],703,680,674,7,7,7
[-0.],827,758,336,7,7,3
[-0.],240,681,814,7,7,3
[-0.],323,927,521,7,7,3
[-0.],650,88,241,7,7,8
[-0.],86,927,794,7,7,6
[-0.],732,397,502,7,7,0
[-0.],703,762,873,7,7,7
[-0.],802,480,988,7,7,3
[-0.],754,832,737,7,7,4
[-0.],785,920,530,7,7,8
[-0.],804,459,514,7,7,1
[-0.],319,133,540,7,7,7
[-0.],457,943,927,7,7,5
[-0.],515,70,426,7,7,1
[-0.],783,902,807,7,7,3
[-0.],229,240,961,7,7,8
[-0.],340,571,535,7,7,1
[-0.],99,788,465,7,7,6
[-0.],93,736,382,7,7,3
[-0.],956,341,307,7,7,2
[-0.],152,615,870,7,7,6
[-0.],83,13,121,7,7,3
[-0.],130,94,795,7,7,6
[-0.],741,569,6,7,7,2
[-0.],650,776,954,7,7,7
[-0.],732,453,324,7,7,0
[-0.],743,813,6,7,7,7
[-0.],950,596,875,7,7,8
[-0.],483,941,746,7,7,0
[-0.],330,770,851,7,7,8
[-0.],340,514,475,7,7,3
[-0.],91,102,504,7,7,3
[-0.],695,648,823,7,7,3
[-0.],827,829,871,7,7,3
[-0.],65,856,490,7,7,1
[-0.],700,158,263,7,7,1
[-0.],793,510,759,7,7,3
[-0.],66,603,6,7,7,1
[-0.],609,661,767,7,7,5
[-0.],110,965,938,7,7,2
[-0.],88,965,474,7,7,3
[-0.],396,371,797,7,7,8
[-0.],593,651,812,7,7,7
[-0.],816,918,944,7,7,8
[-0.],234,602,320,7,7,6
[-0.],706,559,885,7,7,0
[-0.],215,747,436,7,7,0
[-0.],704,753,823,7,7,3
[-0.],87,630,819,7,7,8
[-0.],748,957,784,7,7,8
[-0.],845,679,847,7,7,8
[-0.],377,550,848,7,7,7
[-0.],788,938,788,7,7,3
[-0.],358,292,724,7,7,8
[-0.],723,663,882,7,7,1
[-0.],788,690,272,7,7,3
