usd_gain,reward,PL_ratio,PL_count_mean,hold_ratio,slope_indicator,StopLoss,enter_at,close_at,typeMA,MA_period,ATR_period,ATR_multi
-281.1,-2231.9419,0.421,2.171,0.374,1.0,0.0062,0.378,0.086,6,34,408,1.504
-275.3,-2227.319,0.954,0.904,1.698,1.0,0.0015,0.293,0.087,25,227,134,1.121
-374.29,-2221.9269,0.526,1.551,0.463,1.0,0.0112,0.409,0.252,16,97,90,2.522
-381.79,-2218.404,0.639,1.39,0.58,1.0,0.0122,0.064,0.182,16,58,405,8.944
-306.73,-2212.4711,0.671,1.289,0.715,1.0,0.0027,0.239,0.574,17,28,189,1.82
-347.02,-2212.1944,2.652,0.288,2.594,1.0,0.0008,0.336,0.077,8,217,409,4.627
-329.49,-2209.3917,0.765,1.061,0.942,1.0,0.0023,0.073,0.241,9,60,213,3.122
-310.99,-2203.4033,0.388,2.265,0.329,1.0,0.0125,0.568,0.112,12,38,246,1.222
-303.77,-2199.353,4.846,0.181,4.535,1.0,0.0005,0.708,0.483,23,200,51,1.255
-337.58,-2197.4057,1.717,0.475,2.14,1.0,0.0012,0.963,0.094,6,136,337,1.132
-346.87,-2192.1043,3.202,0.252,3.464,1.0,0.0008,0.337,0.156,4,147,304,3.95
-293.14,-2187.2699,1.882,0.473,2.694,1.0,0.001,0.613,0.138,4,239,222,1.049
-380.42,-2185.4968,0.663,1.323,0.647,1.0,0.0078,0.216,0.755,16,57,462,2.35
-372.88,-2181.361,9.11,0.091,6.12,1.0,0.0004,0.472,0.531,17,69,445,5.305
-325.5,-2178.5224,12.446,0.062,7.431,1.0,0.0002,0.052,0.494,21,401,263,1.644
-358.83,-2173.1036,5.184,0.157,4.572,1.0,0.0006,0.426,0.453,10,82,25,4.697
-325.59,-2172.8446,0.511,1.751,0.429,1.0,0.0096,0.341,0.492,13,70,99,1.533
-297.47,-2151.7785,0.936,0.871,1.95,1.0,0.0017,0.027,0.047,23,297,176,5.61
-291.64,-2149.3814,11.044,0.079,4.613,1.0,0.0002,0.572,0.265,18,219,92,1.318
-337.66,-2136.6973,0.773,1.082,0.928,1.0,0.0025,0.6,0.602,28,26,314,2.109
-292.65,-2132.8403,1.334,0.637,2.153,1.0,0.0013,0.135,0.302,30,305,222,1.485
-385.17,-2117.5264,5.335,0.134,4.323,1.0,0.0005,0.64,0.25,8,237,99,3.598
-296.98,-2112.829,0.627,1.354,0.75,1.0,0.0025,0.442,0.314,4,62,229,1.467
-217.82,-2108.7227,0.454,2.014,1.012,1.0,0.0024,0.004,0.032,26,280,467,1.143
-292.05,-2103.4609,11.571,0.075,5.085,1.0,0.0002,0.293,0.218,25,277,456,2.064
-349.64,-2102.9426,16.826,0.046,8.424,1.0,0.0002,0.05,0.975,0,360,365,1.663
-301.34,-2093.5611,12.535,0.068,5.928,1.0,0.0002,0.431,0.539,25,427,195,1.136
-355.7,-2083.6915,1.571,0.498,2.05,1.0,0.0015,0.031,0.788,19,350,39,1.735
-327.33,-2072.7425,9.79,0.086,6.139,1.0,0.0003,0.5,0.194,29,430,182,2.786
-299.98,-2058.2813,0.463,1.867,0.487,1.0,0.0096,0.539,0.025,1,15,493,2.32
-273.56,-2056.5053,0.603,1.445,0.734,1.0,0.0024,0.169,0.061,5,44,416,4.517
-321.37,-2056.1174,0.461,1.942,0.481,1.0,0.0135,0.633,0.175,6,20,290,2.297
-297.08,-2051.4006,0.78,1.095,0.84,1.0,0.0019,0.532,0.051,19,38,208,2.712
-351.16,-2043.2874,16.339,0.048,5.76,1.0,0.0002,0.289,0.39,16,376,415,5.286
-339.78,-2037.852,1.014,0.849,1.323,1.0,0.0027,0.112,0.307,16,49,188,7.367
-334.14,-2037.5361,3.392,0.242,4.36,1.0,0.0008,0.221,0.29,1,282,62,2.863
-339.47,-2035.8252,2.873,0.276,3.127,1.0,0.0009,0.459,0.339,23,126,390,2.349
-297.54,-2022.17,0.484,1.894,0.411,1.0,0.0069,0.437,0.615,3,31,129,1.293
-350.87,-2007.2202,3.22,0.25,4.208,1.0,0.0009,0.081,0.182,17,174,302,5.487
-336.41,-2004.8393,1.869,0.418,1.977,1.0,0.0011,0.715,0.276,19,135,324,2.237
-251.45,-2003.5895,0.465,2.044,0.44,1.0,0.0044,0.54,0.017,12,26,59,1.627
-358.53,-1999.6646,2.22,0.353,2.456,1.0,0.0013,0.121,0.697,20,140,234,2.671
-325.66,-1997.245,3.579,0.217,3.24,1.0,0.0006,0.61,0.145,14,41,442,2.87
-320.69,-1997.109,9.105,0.093,6.102,1.0,0.0004,0.185,0.632,18,140,105,4.052
-316.59,-1995.9562,9.014,0.092,5.071,1.0,0.0003,0.621,0.465,7,282,7,2.291
-285.55,-1993.9874,0.652,1.329,0.768,1.0,0.0025,0.243,0.15,29,35,297,4.691
-341.87,-1990.2499,4.236,0.184,4.163,1.0,0.0007,0.59,0.662,7,203,239,2.227
-331.73,-1986.9607,0.543,1.554,0.524,1.0,0.0074,0.506,0.492,19,72,464,1.426
-323.67,-1978.3314,9.881,0.085,6.391,1.0,0.0003,0.576,0.074,23,307,458,2.631
-331.06,-1976.9143,0.708,1.149,0.95,1.0,0.0026,0.358,0.332,19,257,373,1.504
-291.43,-1973.9666,0.35,2.515,0.301,1.0,0.0125,0.329,0.019,18,48,370,1.67
-289.29,-1973.6756,0.349,2.59,0.283,1.0,0.008,0.013,0.25,28,70,101,2.674
-345.15,-1969.8051,5.029,0.166,5.491,1.0,0.0007,0.197,0.507,4,282,434,2.919
-296.23,-1969.1369,14.112,0.063,5.292,1.0,0.0002,0.526,0.991,18,213,403,1.085
-355.04,-1968.7394,23.021,0.035,3.303,1.0,0.0001,0.345,0.266,28,152,273,3.641
-299.92,-1967.6828,0.695,1.207,0.859,1.0,0.0024,0.388,0.355,26,83,183,1.69
-369.04,-1967.4658,41.085,0.019,5.988,1.0,0.0001,0.05,0.989,2,200,42,3.951
-326.72,-1965.8625,1.15,0.689,1.272,1.0,0.0017,0.77,0.791,19,152,38,1.14
-283.53,-1965.0216,3.975,0.219,4.408,1.0,0.0006,0.058,0.142,26,308,356,5.433
-336.52,-1961.4602,10.273,0.078,3.768,1.0,0.0002,0.316,0.035,0,50,90,6.27
-329.31,-1954.4124,11.244,0.074,6.89,1.0,0.0003,0.269,0.207,22,304,474,4.658
-316.05,-1931.3394,6.675,0.124,6.232,1.0,0.0005,0.005,0.232,1,249,242,8.267
-363.9,-1930.5637,1.014,0.758,1.196,1.0,0.0022,0.196,0.433,19,190,212,2.919
-350.68,-1925.0639,7.755,0.107,7.333,1.0,0.0005,0.26,0.4,17,202,266,3.919
-307.27,-1922.3473,2.837,0.278,2.363,1.0,0.0006,0.664,0.268,28,35,440,2.359
-267.92,-1916.6514,0.329,2.735,0.411,1.0,0.005,0.025,0.119,10,98,68,3.861
-284.3,-1916.0404,0.537,1.572,0.618,1.0,0.003,0.366,0.26,16,186,411,1.489
-320.35,-1903.1974,20.183,0.041,3.364,1.0,0.0001,0.825,0.238,15,108,344,1.182
-327.57,-1901.0044,12.657,0.065,6.495,1.0,0.0003,0.196,0.402,9,83,72,7.694
-324.41,-1900.4809,1.009,0.809,1.447,1.0,0.0019,0.253,0.102,13,394,280,2.841
-343.24,-1895.4817,26.207,0.034,9.3,1.0,0.0002,0.095,0.946,29,303,1,8.302
-321.57,-1894.428,1.215,0.674,1.283,1.0,0.002,0.076,0.488,5,21,57,3.997
-316.69,-1890.6976,0.52,1.751,0.458,1.0,0.0084,0.408,0.434,6,18,248,2.645
-279.73,-1884.3205,14.029,0.063,5.857,1.0,0.0002,0.002,0.64,28,353,212,2.499
-285.43,-1883.4023,0.236,3.884,0.204,1.0,0.0144,0.111,0.283,28,140,376,1.055
-349.31,-1882.4476,0.601,1.449,0.56,1.0,0.0119,0.5,0.355,16,70,49,2.968
-305.74,-1876.7065,8.319,0.1,5.965,1.0,0.0004,0.191,0.525,25,159,113,3.747
-287.18,-1870.7567,0.409,2.217,0.364,1.0,0.0069,0.248,0.42,30,47,429,1.542
-310.72,-1860.5516,10.368,0.08,6.167,1.0,0.0003,0.212,0.189,30,309,458,5.138
-327.76,-1859.6217,0.925,0.893,1.085,1.0,0.0023,0.27,0.584,26,70,7,2.778
-311.1,-1859.4448,0.498,1.771,0.45,1.0,0.0095,0.102,0.133,19,84,155,4.901
-348.83,-1858.4469,22.518,0.036,3.289,1.0,0.0001,0.216,0.186,25,85,57,6.655
-328.43,-1853.5445,0.825,0.952,1.233,1.0,0.0023,0.077,0.172,19,380,166,3.703
-311.89,-1851.5522,1.008,0.809,1.083,1.0,0.0021,0.262,0.93,8,120,181,1.563
-335.13,-1840.8675,0.49,1.69,0.433,1.0,0.0128,0.266,0.095,16,108,134,3.945
-327.11,-1827.0824,6.336,0.13,4.959,1.0,0.0005,0.579,0.524,29,117,182,3.39
-298.81,-1823.2378,5.015,0.174,5.446,1.0,0.0006,0.062,0.584,18,275,308,2.232
-310.77,-1815.6105,0.453,1.902,0.384,1.0,0.0079,0.141,0.188,7,66,162,3.881
-352.62,-1798.697,2.117,0.354,2.683,1.0,0.0012,0.291,0.232,19,445,122,2.935
-329.0,-1798.0118,5.592,0.146,5.531,1.0,0.0006,0.189,0.121,5,311,487,8.783
-281.83,-1792.8702,0.428,2.118,0.378,1.0,0.0134,0.349,0.122,25,27,486,2.444
-325.72,-1790.6267,0.448,2.054,0.357,1.0,0.0134,0.217,0.523,2,20,398,2.112
-292.05,-1789.305,0.399,2.252,0.302,1.0,0.0092,0.031,0.324,20,50,335,2.62
-261.16,-1786.0709,0.902,0.943,1.404,1.0,0.0017,0.365,0.277,29,243,209,1.01
-289.05,-1783.736,1.394,0.585,2.046,1.0,0.0014,0.009,0.483,7,375,166,1.82
-318.63,-1781.5134,2.447,0.339,3.135,1.0,0.001,0.568,0.241,10,235,42,2.077
-305.61,-1779.7758,9.331,0.087,7.355,1.0,0.0005,0.004,0.799,3,55,74,4.304
-328.13,-1770.6716,0.504,1.657,0.474,1.0,0.0144,0.847,0.399,16,92,436,1.33
-282.08,-1758.0782,1.338,0.639,2.048,1.0,0.0014,0.178,0.22,1,219,285,1.873
-306.67,-1757.5485,0.373,2.345,0.292,1.0,0.014,0.065,0.211,26,53,450,3.502
-306.41,-1756.3518,0.329,2.681,0.257,1.0,0.0137,0.036,0.359,29,88,184,2.029
-322.74,-1750.1928,0.895,0.923,1.035,1.0,0.0024,0.126,0.411,29,105,209,3.233
-319.07,-1747.9091,3.661,0.217,3.623,1.0,0.0009,0.185,0.516,7,108,326,4.46
-302.04,-1742.8727,9.453,0.091,5.66,1.0,0.0003,0.64,0.121,2,242,188,2.907
-258.76,-1742.101,0.665,1.312,0.811,1.0,0.0023,0.761,0.263,10,27,409,1.568
-263.67,-1740.5124,0.548,1.672,0.579,1.0,0.0036,0.429,0.286,3,26,121,2.385
-344.8,-1737.5023,14.71,0.056,8.739,1.0,0.0003,0.249,0.407,10,265,29,7.139
-295.04,-1736.6681,6.483,0.129,5.412,1.0,0.0005,0.095,0.885,18,183,82,2.163
-305.99,-1732.3094,0.679,1.173,1.073,1.0,0.0025,0.479,0.2,9,124,4,1.073
-301.52,-1730.3358,0.287,3.103,0.223,1.0,0.0149,0.11,0.215,7,163,125,2.02
-293.6,-1730.2961,13.742,0.06,5.03,1.0,0.0002,0.285,0.656,26,65,1,5.54
-268.94,-1729.3127,0.706,1.169,0.847,1.0,0.0021,0.751,0.145,29,71,162,1.413
-288.42,-1723.41,8.917,0.096,5.273,1.0,0.0003,0.267,0.049,17,123,220,6.052
-287.09,-1718.6807,14.128,0.061,5.178,1.0,0.0002,0.322,0.397,14,72,91,3.845
-282.58,-1716.8702,1.83,0.439,3.765,1.0,0.0011,0.029,0.157,11,285,195,3.543
-324.46,-1714.8687,1.474,0.528,1.843,1.0,0.0015,0.685,0.565,13,298,333,1.216
-265.57,-1713.6294,0.229,4.106,0.199,1.0,0.0149,0.082,0.062,12,120,300,1.956
-250.02,-1711.6154,0.211,4.525,0.216,1.0,0.0125,0.019,0.017,18,145,112,3.227
-335.0,-1705.9206,3.336,0.232,3.374,1.0,0.0009,0.455,0.564,16,308,127,3.256
-318.8,-1702.7179,1.965,0.407,2.182,1.0,0.0013,0.085,0.18,25,94,71,8.47
-279.02,-1696.9293,3.804,0.212,6.518,1.0,0.0006,0.23,0.367,21,399,457,1.219
-246.57,-1696.2033,0.331,2.951,0.262,1.0,0.0134,0.082,0.008,2,47,468,6.622
-285.49,-1682.0574,0.646,1.313,0.877,1.0,0.0025,0.931,0.023,29,111,111,1.408
-336.1,-1682.0382,2.513,0.32,3.282,1.0,0.0011,0.454,0.155,9,175,468,2.285
-311.2,-1676.9533,16.416,0.049,6.091,1.0,0.0002,0.292,0.468,7,373,82,3.789
-286.34,-1668.8095,5.605,0.15,4.536,1.0,0.0005,0.683,0.611,3,170,85,1.977
-279.74,-1664.2302,0.767,1.119,0.845,1.0,0.0026,0.358,0.671,27,25,347,2.107
-252.38,-1663.7678,0.352,2.702,0.316,1.0,0.0074,0.452,0.264,5,34,78,1.138
-257.92,-1661.5118,0.78,1.002,2.617,1.0,0.0019,0.172,0.06,11,382,272,1.116
-295.38,-1660.4722,1.009,0.825,1.163,1.0,0.0025,0.053,0.851,24,113,224,1.483
-270.74,-1656.2179,1.399,0.601,1.873,1.0,0.0013,0.22,0.08,29,242,245,3.145
-302.79,-1655.0254,10.448,0.079,6.91,1.0,0.0004,0.187,0.982,13,235,39,3.724
-367.45,-1651.9127,49.945,0.016,6.054,1.0,0.0001,0.033,0.691,9,149,180,7.132
-281.46,-1650.9754,2.92,0.288,3.03,1.0,0.0009,0.302,0.577,6,8,6,3.182
-297.53,-1645.4136,1.223,0.679,1.327,1.0,0.0019,0.019,0.398,19,124,66,4.784
-195.9,-1641.8819,0.283,3.423,0.364,1.0,0.0043,0.017,0.113,5,84,276,2.048
-319.39,-1641.3193,2.124,0.375,2.339,1.0,0.001,0.517,0.067,30,91,127,4.198
-315.41,-1640.9457,0.486,1.899,0.353,1.0,0.0134,0.026,0.187,28,34,128,6.848
-314.09,-1637.6247,2.509,0.326,2.849,1.0,0.001,0.844,0.349,14,76,135,1.871
-301.53,-1637.3385,0.53,1.724,0.445,1.0,0.0073,0.063,0.175,12,25,160,7.289
-319.12,-1635.7248,3.592,0.229,4.237,1.0,0.0008,0.245,0.06,10,236,269,6.574
-272.55,-1634.1276,0.573,1.523,0.589,1.0,0.0034,0.359,0.839,13,108,16,1.123
-300.55,-1630.8801,0.414,2.112,0.347,1.0,0.0147,0.357,0.072,7,73,242,2.732
-272.92,-1618.5521,0.24,3.771,0.23,1.0,0.012,0.158,0.037,16,427,481,1.452
-240.53,-1612.2594,0.93,0.904,2.198,1.0,0.0016,0.032,0.053,23,384,254,2.824
-338.65,-1610.9459,5.703,0.138,7.194,1.0,0.0008,0.322,0.725,2,10,233,3.009
-263.74,-1606.6018,5.007,0.172,5.48,1.0,0.0005,0.646,0.501,15,202,279,1.006
-271.34,-1606.2283,1.692,0.507,2.462,1.0,0.0012,0.34,0.584,26,288,92,1.06
-286.35,-1593.8994,6.495,0.133,5.116,1.0,0.0005,0.271,0.478,29,206,8,4.25
-276.72,-1589.6594,1.896,0.443,2.417,1.0,0.0011,0.705,0.32,29,262,449,1.146
-279.74,-1580.4547,15.1,0.058,6.559,1.0,0.0002,0.199,0.172,0,220,271,4.826
-286.47,-1572.4841,0.406,2.225,0.322,1.0,0.0147,0.297,0.437,29,53,336,1.571
-296.58,-1569.9956,1.716,0.469,1.973,1.0,0.0013,0.632,0.539,29,157,238,1.472
-283.72,-1569.5397,0.564,1.707,0.478,1.0,0.0067,0.121,0.186,30,21,1,8.824
-290.08,-1567.3342,0.304,2.786,0.262,1.0,0.0125,0.103,0.323,19,200,411,1.182
-273.97,-1564.8524,7.46,0.115,6.179,1.0,0.0004,0.32,0.403,30,418,459,2.1
-260.91,-1564.842,0.426,2.109,0.425,1.0,0.0047,0.002,0.494,27,52,219,1.686
-192.34,-1548.6223,0.547,1.828,0.445,1.0,0.0064,0.218,0.102,3,9,108,3.128
-322.22,-1546.9894,1.863,0.418,2.296,1.0,0.0014,0.076,0.228,9,106,296,5.198
-256.04,-1542.7229,1.294,0.613,3.763,1.0,0.0013,0.159,0.017,0,409,4,2.226
-266.0,-1530.784,0.39,2.192,0.429,1.0,0.0049,0.477,0.186,8,220,249,1.111
-247.7,-1529.8637,0.575,1.47,0.873,1.0,0.0025,0.469,0.134,20,175,111,1.18
-285.08,-1519.0746,0.458,1.999,0.381,1.0,0.0074,0.082,0.976,10,35,200,1.21
-311.65,-1518.8064,0.545,1.656,0.481,1.0,0.0071,0.153,0.852,4,22,210,1.938
-264.09,-1513.0709,0.492,1.748,0.545,1.0,0.0038,0.229,0.202,16,187,271,2.337
-294.77,-1512.1519,8.161,0.103,6.953,1.0,0.0005,0.049,0.999,23,184,22,3.3
-278.53,-1506.0421,0.279,3.179,0.304,1.0,0.0087,0.116,0.03,19,329,241,2.934
-337.44,-1503.7154,1.293,0.586,1.69,1.0,0.0018,0.533,0.15,19,340,121,2.433
-302.42,-1501.8035,11.646,0.072,8.233,1.0,0.0003,0.95,0.126,21,313,453,1.861
-317.48,-1500.8543,1.541,0.514,1.766,1.0,0.0017,0.217,0.794,1,81,61,2.345
-300.61,-1499.6522,6.987,0.111,4.632,1.0,0.0004,0.54,0.721,19,55,345,2.845
-243.55,-1498.3777,0.292,3.178,0.26,1.0,0.0105,0.454,0.105,5,49,131,1.193
-267.81,-1495.2394,0.468,1.856,0.431,1.0,0.0065,0.386,0.26,16,122,487,1.61
-246.02,-1494.0884,0.327,2.752,0.429,1.0,0.0055,0.116,0.157,19,282,50,1.571
-298.26,-1492.5681,0.317,2.646,0.285,1.0,0.0139,0.307,0.098,9,54,5,1.99
-255.96,-1490.1629,0.597,1.441,0.734,1.0,0.0026,0.451,0.126,26,17,108,3.182
-317.66,-1489.6597,9.803,0.082,5.332,1.0,0.0003,0.971,0.196,10,138,444,2.592
-344.6,-1484.1571,1.507,0.528,1.724,1.0,0.002,0.034,0.648,22,101,23,4.046
-306.74,-1481.7259,4.086,0.199,3.949,1.0,0.0008,0.606,0.894,8,166,185,2.474
-334.31,-1479.828,0.642,1.329,0.702,1.0,0.0132,0.174,0.135,8,37,194,8.006
-224.7,-1479.1532,0.286,3.306,0.342,1.0,0.0063,0.247,0.054,16,351,22,1.035
-311.53,-1470.6329,3.043,0.262,3.127,1.0,0.0008,0.61,0.126,6,72,413,4.153
-271.81,-1470.3921,3.137,0.271,4.389,1.0,0.0008,0.496,0.243,12,369,344,1.521
-279.16,-1466.609,0.307,2.857,0.389,1.0,0.0069,0.081,0.297,19,340,242,1.473
-278.82,-1465.6871,5.63,0.145,7.661,1.0,0.0005,0.303,0.099,14,388,159,3.336
-333.18,-1450.1423,1.467,0.513,1.763,1.0,0.0018,0.057,0.236,8,335,364,6.539
-277.51,-1433.1678,4.958,0.168,6.929,1.0,0.0006,0.322,0.585,15,320,353,1.492
-291.26,-1430.3946,10.895,0.074,8.387,1.0,0.0003,0.96,0.1,0,368,460,1.497
-231.91,-1425.5453,0.49,1.919,0.466,1.0,0.0049,0.389,0.208,24,105,31,1.861
-281.03,-1423.8395,2.765,0.298,3.901,1.0,0.0009,0.873,0.132,20,446,298,1.289
-278.31,-1418.5478,1.139,0.716,1.42,1.0,0.0017,0.407,0.162,10,95,232,2.693
-311.82,-1417.5298,5.295,0.155,5.076,1.0,0.0008,0.079,0.371,13,274,93,8.923
-281.34,-1416.2039,1.555,0.534,2.498,1.0,0.0014,0.25,0.019,9,189,301,3.135
-279.33,-1415.0257,3.06,0.273,4.21,1.0,0.0009,0.025,0.565,12,350,157,2.23
-280.78,-1414.3686,0.464,1.907,0.528,1.0,0.0118,0.571,0.329,6,14,377,2.739
-251.76,-1408.998,6.342,0.134,4.688,1.0,0.0004,0.347,0.188,2,158,224,3.665
-306.52,-1408.9272,2.069,0.375,2.313,1.0,0.0013,0.306,0.558,13,244,349,2.587
-255.84,-1406.8948,22.589,0.04,3.985,1.0,0.0001,0.133,0.307,3,384,11,3.088
-312.03,-1405.5645,1.023,0.766,1.263,1.0,0.0021,0.892,0.52,16,276,140,1.507
-237.55,-1403.1382,0.493,1.742,0.677,1.0,0.003,0.131,0.203,4,108,174,2.033
-288.34,-1397.1709,0.71,1.149,0.869,1.0,0.0028,0.424,0.611,8,206,195,1.496
-263.9,-1393.0113,0.343,2.637,0.296,1.0,0.0104,0.089,0.228,13,164,152,2.351
-242.58,-1391.9226,0.367,2.425,0.367,1.0,0.0059,0.008,0.131,16,225,196,4.242
-302.56,-1389.947,4.217,0.197,4.718,1.0,0.0008,0.924,0.84,30,256,212,1.509
-287.62,-1389.4064,1.91,0.417,2.034,1.0,0.0014,0.066,0.298,8,164,126,6.676
-274.19,-1378.3539,0.367,2.395,0.306,1.0,0.0105,0.039,0.537,27,50,194,1.577
-282.2,-1373.9721,1.369,0.581,1.623,1.0,0.0015,0.734,0.289,19,229,263,1.503
-313.87,-1373.447,0.387,2.25,0.331,1.0,0.0143,0.116,0.995,8,181,271,1.076
-256.13,-1370.6806,5.904,0.15,5.179,1.0,0.0005,0.625,0.7,28,283,381,1.481
-256.35,-1369.4274,0.262,3.413,0.253,1.0,0.0131,0.051,0.026,9,68,496,5.317
-204.13,-1367.8492,0.36,2.597,0.505,1.0,0.0039,0.06,0.033,2,94,110,5.914
-247.92,-1366.408,0.465,1.875,0.532,1.0,0.0038,0.07,0.425,16,248,68,1.658
-295.92,-1362.2435,2.577,0.312,2.774,1.0,0.0011,0.74,0.779,28,125,328,1.804
-312.08,-1358.024,1.103,0.713,1.347,1.0,0.0021,0.753,0.601,16,287,453,1.531
-231.94,-1357.1407,0.821,1.076,0.922,1.0,0.0022,0.326,0.387,25,8,56,2.949
-304.88,-1354.4654,2.222,0.341,2.681,1.0,0.0011,0.611,0.069,13,323,414,2.895
-254.23,-1351.4901,0.707,1.224,0.829,1.0,0.0026,0.729,0.7,26,49,279,1.299
-260.57,-1349.0137,0.342,2.608,0.306,1.0,0.0086,0.205,0.52,23,62,261,1.04
-315.64,-1348.1003,6.617,0.128,6.832,1.0,0.0006,0.525,0.157,6,347,201,4.09
-273.29,-1347.3751,0.442,1.995,0.376,1.0,0.0122,0.295,0.233,18,39,420,2.298
-312.18,-1347.1201,1.296,0.577,1.754,1.0,0.0017,0.295,0.109,19,413,81,3.247
-299.99,-1343.5506,0.431,1.908,0.407,1.0,0.0105,0.266,0.03,8,124,189,4.555
-300.43,-1342.8023,16.114,0.054,12.747,1.0,0.0004,0.054,0.595,24,246,142,5.517
-210.35,-1342.7263,0.347,2.715,0.453,1.0,0.0044,0.153,0.189,21,46,171,1.711
-272.96,-1342.2658,0.463,1.84,0.525,1.0,0.0113,0.913,0.348,3,17,226,1.452
-250.16,-1341.1079,8.556,0.1,5.974,1.0,0.0004,0.103,0.55,20,200,370,3.794
-327.59,-1339.9001,20.604,0.039,12.335,1.0,0.0003,0.232,0.825,12,249,239,5.916
-256.96,-1332.9526,7.591,0.113,6.624,1.0,0.0004,0.091,0.164,12,378,95,6.695
-245.28,-1331.3251,5.036,0.173,5.536,1.0,0.0005,0.419,0.047,2,431,434,2.576
-277.95,-1329.2462,0.55,1.546,0.53,1.0,0.0058,0.815,0.5,16,111,81,1.314
-228.89,-1328.6136,1.024,0.846,1.835,1.0,0.0016,0.088,0.039,4,257,133,4.632
-319.0,-1325.2931,3.52,0.224,3.658,1.0,0.0011,0.169,0.974,13,270,419,2.811
-282.62,-1325.2519,1.402,0.581,1.562,1.0,0.0017,0.427,0.929,25,73,179,1.567
-288.65,-1323.1635,2.381,0.337,3.243,1.0,0.0016,0.077,0.382,17,11,416,8.515
-310.02,-1321.4047,0.553,1.596,0.631,1.0,0.0062,0.592,0.808,18,16,296,2.393
-311.37,-1309.9382,1.726,0.447,2.102,1.0,0.0015,0.84,0.653,19,294,249,1.391
-255.4,-1305.2764,2.614,0.315,4.104,1.0,0.0009,0.054,0.062,11,249,469,7.477
-222.75,-1302.714,0.342,2.617,0.319,1.0,0.0066,0.155,0.259,23,51,352,1.341
-304.93,-1299.2112,31.83,0.027,4.553,1.0,0.0001,0.358,0.487,5,254,58,4.032
-298.25,-1297.5695,3.037,0.263,5.381,1.0,0.001,0.118,0.273,14,408,406,3.434
-272.69,-1296.8626,11.447,0.074,6.698,1.0,0.0003,0.562,0.478,21,104,415,2.735
-225.16,-1292.6526,0.307,3.077,0.295,1.0,0.0075,0.21,0.179,26,94,127,1.424
-324.48,-1290.7476,10.932,0.069,5.86,1.0,0.0003,0.987,0.356,19,269,391,2.844
-251.87,-1290.4649,0.292,3.07,0.273,1.0,0.0108,0.237,0.061,19,235,283,1.54
-314.02,-1289.6588,20.447,0.038,6.844,1.0,0.0002,0.284,0.426,16,350,326,7.261
-260.57,-1288.1895,8.138,0.105,6.257,1.0,0.0004,0.52,0.629,23,211,184,2.077
-230.03,-1281.5145,0.292,3.163,0.268,1.0,0.0101,0.267,0.047,28,102,498,1.768
-314.47,-1280.7415,1.245,0.624,1.603,1.0,0.002,0.817,0.81,13,327,250,1.161
-282.86,-1280.0781,1.649,0.507,2.291,1.0,0.0019,0.301,0.619,16,42,391,3.999
-251.14,-1279.782,0.353,2.562,0.314,1.0,0.0088,0.194,0.418,12,62,390,1.292
-284.4,-1279.5105,13.509,0.065,8.321,1.0,0.0003,0.21,0.228,25,416,11,7.34
-242.44,-1277.5387,0.337,2.604,0.463,1.0,0.0053,0.15,0.056,16,420,197,2.637
-254.7,-1276.3402,7.725,0.109,7.49,1.0,0.0004,0.119,0.264,15,271,86,4.296
-245.66,-1271.8767,10.36,0.085,6.216,1.0,0.0003,0.545,0.875,22,230,91,1.609
-263.33,-1271.6417,7.375,0.116,5.837,1.0,0.0004,0.261,0.006,18,267,237,6.803
-251.35,-1271.25,0.346,2.537,0.421,1.0,0.0056,0.054,0.399,8,316,11,1.709
-310.95,-1270.3177,0.508,1.669,0.512,1.0,0.0147,0.796,0.972,6,14,495,1.649
-233.54,-1269.8433,0.562,1.574,0.761,1.0,0.0029,0.198,0.013,17,71,52,2.928
-212.58,-1268.3251,0.687,1.282,1.237,1.0,0.0021,0.006,0.12,26,271,243,3.371
-244.02,-1266.009,0.565,1.513,0.671,1.0,0.0032,0.019,0.192,8,185,449,5.143
-283.8,-1257.8711,19.641,0.043,7.566,1.0,0.0002,0.542,0.885,9,210,146,2.16
-259.88,-1249.6913,0.733,1.147,0.896,1.0,0.0025,0.768,0.531,14,18,408,1.639
-282.59,-1246.9994,8.13,0.104,7.447,1.0,0.0005,0.448,0.713,29,404,176,2.8
-208.46,-1240.3151,0.49,1.949,0.462,1.0,0.004,0.452,0.734,5,16,181,1.055
-262.3,-1237.9024,0.409,2.075,0.517,1.0,0.0045,0.079,0.033,8,333,223,7.698
-282.32,-1235.6965,2.557,0.313,2.936,1.0,0.0011,0.489,0.611,27,140,432,1.835
-226.97,-1234.9884,0.847,1.117,0.981,1.0,0.0034,0.084,0.669,19,29,221,2.315
-211.04,-1234.3595,0.383,2.403,0.429,1.0,0.0043,0.389,0.152,28,91,37,1.367
-260.02,-1230.3897,3.773,0.212,6.456,1.0,0.0007,0.07,0.087,0,369,12,7.782
-286.42,-1228.4789,5.093,0.166,5.262,1.0,0.0007,0.912,0.676,3,254,342,1.903
-290.88,-1228.3238,3.483,0.226,6.037,1.0,0.0009,0.317,0.641,21,365,155,1.636
-287.36,-1228.1383,0.954,0.829,1.291,1.0,0.0021,0.259,0.001,19,257,408,5.895
-198.7,-1227.0816,0.719,1.395,0.613,1.0,0.0128,0.045,0.117,16,33,432,8.493
