reward,StopLoss,enter_at,close_at,typeMA,MA_period,ATR_period,ATR_multi
-0.04005369,0.0108,0.496,0.942,20,12,526,12.335
-0.04001413,0.0092,0.472,0.88,28,11,664,12.6
-0.04001413,0.0128,0.416,0.733,29,11,659,14.394
-0.03994197,0.0081,0.393,0.912,23,7,748,14.285
-0.03984635,0.0129,0.339,0.898,3,13,691,14.871
-0.03981583,0.0045,0.066,0.772,24,115,320,11.125
-0.03976636,0.0089,0.549,0.901,25,7,842,13.576
-0.03975032,0.0054,0.546,0.996,30,11,709,12.403
-0.03970273,0.0023,0.108,0.979,1,25,234,13.081
-0.03964904,0.0044,0.273,0.788,22,5,863,13.291
-0.03951055,0.0058,0.394,0.968,29,60,778,11.937
-0.03946042,0.006,0.5,0.931,27,16,609,14.902
-0.03944341,0.0028,0.282,0.779,24,8,265,12.044
-0.03934103,0.0086,0.604,0.932,29,9,797,11.808
-0.03928422,0.0073,0.48,0.964,24,12,579,9.892
-0.03927233,0.0095,0.113,0.925,22,60,50,14.982
-0.03923566,0.0066,0.382,0.941,24,20,264,10.693
-0.0392202,0.0094,0.278,0.728,22,7,706,12.682
-0.03921685,0.0067,0.137,0.897,20,42,711,14.041
-0.03916713,0.011,0.146,0.925,6,4,27,14.997
-0.03910998,0.0133,0.536,0.88,27,5,404,13.976
-0.03895555,0.0078,0.004,0.935,15,25,946,14.899
-0.0389512,0.0048,0.043,0.784,24,136,636,12.752
-0.03890316,0.0118,0.416,0.957,28,11,880,14.699
-0.03890302,0.0076,0.233,0.908,25,4,299,12.111
-0.03887745,0.0069,0.092,0.786,28,7,176,11.941
-0.03881529,0.0081,0.314,0.968,22,10,995,11.353
-0.03880344,0.0069,0.631,0.941,30,13,594,12.951
-0.03879532,0.0079,0.502,0.998,30,15,772,13.444
-0.03872679,0.0115,0.368,0.975,23,4,754,9.252
-0.03869089,0.003,0.407,0.823,25,5,753,12.311
-0.03865378,0.0064,0.716,0.89,23,5,622,11.903
-0.03851757,0.0046,0.084,0.911,20,47,75,14.423
-0.03850524,0.0038,0.354,0.688,27,7,684,14.544
-0.03849155,0.0085,0.141,0.575,1,3,425,12.739
-0.03846774,0.007,0.314,0.855,24,12,508,13.906
-0.03846121,0.0025,0.291,0.92,28,66,16,14.025
-0.03845285,0.0112,0.171,0.951,22,13,356,14.714
-0.03844472,0.0118,0.416,0.905,28,11,834,14.772
-0.03843665,0.0118,0.416,0.956,30,10,753,14.699
-0.03839966,0.0078,0.315,0.912,12,10,154,12.768
-0.03839194,0.0097,0.512,0.989,27,10,766,14.014
-0.03835794,0.0076,0.379,0.769,24,7,756,11.54
-0.0383538,0.0128,0.628,0.997,23,11,537,13.973
-0.03831087,0.0139,0.498,0.906,27,20,240,14.399
-0.03819556,0.0088,0.383,0.977,30,13,662,14.012
-0.03818333,0.0077,0.427,0.983,28,49,867,14.943
-0.03813031,0.0106,0.521,0.886,26,12,756,13.314
-0.03811449,0.0105,0.418,0.927,24,30,463,14.526
-0.03810506,0.0078,0.382,0.862,26,16,864,14.538
-0.03805067,0.0081,0.393,0.981,23,7,758,14.285
-0.03802106,0.007,0.319,0.914,30,4,594,11.697
-0.03798708,0.0032,0.414,0.794,23,12,664,13.683
-0.03797946,0.0088,0.395,0.949,29,11,977,14.856
-0.03796456,0.0112,0.442,0.976,26,11,679,12.935
-0.03793781,0.0028,0.293,0.924,24,21,631,10.209
-0.03793739,0.0066,0.063,0.818,4,14,172,12.097
-0.03791007,0.0014,0.236,0.976,25,32,878,14.819
-0.03788368,0.013,0.109,0.756,24,76,659,11.337
-0.03787112,0.0133,0.521,0.999,26,12,822,13.314
-0.03783563,0.0049,0.12,0.881,12,9,659,13.509
-0.03780505,0.0138,0.536,0.88,27,5,404,13.976
-0.03779604,0.0092,0.479,0.929,24,5,728,11.121
-0.03775768,0.011,0.504,0.946,30,8,655,14.921
-0.03775218,0.0081,0.393,0.981,23,7,846,14.579
-0.03768957,0.0109,0.495,0.993,30,13,607,12.286
-0.03768081,0.0096,0.418,0.996,22,21,249,9.754
-0.03767186,0.0108,0.651,0.985,23,3,513,12.458
-0.03765643,0.0083,0.41,0.846,24,9,497,11.006
-0.03764102,0.0056,0.512,0.989,29,15,613,13.931
-0.03758175,0.0133,0.644,0.997,23,18,526,13.973
-0.03755931,0.0141,0.361,0.814,24,27,436,13.356
-0.03755504,0.0073,0.233,0.908,25,4,272,12.104
-0.03755031,0.0143,0.446,0.975,23,4,651,11.148
-0.03752981,0.0066,0.564,0.914,29,13,594,12.737
-0.03749485,0.0126,0.628,0.997,23,37,537,14.799
-0.03739279,0.0116,0.425,0.946,30,8,655,13.351
-0.0373781,0.0101,0.512,0.795,26,10,710,14.9
-0.03737262,0.0113,0.357,0.927,28,52,595,14.906
-0.03736973,0.007,0.252,0.92,22,14,569,14.356
-0.03731642,0.0108,0.65,0.937,23,3,513,12.458
-0.0372363,0.0082,0.597,0.962,29,25,777,14.56
-0.03720128,0.0123,0.413,0.924,11,4,646,14.991
-0.03718886,0.0129,0.552,0.999,28,19,564,14.119
-0.03712633,0.0084,0.384,0.977,29,13,760,14.93
-0.03711259,0.0123,0.412,0.924,11,4,646,14.991
-0.03710056,0.0065,0.234,0.74,27,5,629,14.577
-0.03708464,0.0075,0.448,0.775,24,5,557,11.109
-0.03699103,0.0023,0.14,0.984,22,8,713,11.46
-0.03691237,0.0143,0.447,0.975,23,11,295,13.9
-0.03690606,0.0131,0.316,0.798,24,9,508,13.223
-0.03690211,0.0053,0.41,0.916,25,43,772,12.38
-0.03689771,0.0125,0.154,0.797,26,6,450,11.733
-0.03683958,0.0078,0.151,0.862,24,20,529,11.601
-0.0368139,0.0084,0.325,0.997,24,88,860,14.57
-0.03678685,0.0028,0.293,0.903,24,99,626,10.209
-0.03674868,0.0108,0.06,0.81,3,3,167,12.458
-0.03674455,0.007,0.431,0.923,0,25,760,12.628
-0.03672006,0.0121,0.392,0.656,24,11,794,13.293
-0.03671792,0.0078,0.364,0.863,26,11,855,14.538
-0.03670889,0.0048,0.325,0.994,28,82,580,14.87
-0.03667274,0.0135,0.305,0.952,24,21,382,14.81
-0.03667102,0.0051,0.377,0.72,24,8,771,12.686
-0.03662477,0.0102,0.394,0.814,24,5,853,13.399
-0.03657505,0.0141,0.331,0.825,24,8,509,13.073
-0.03654654,0.013,0.416,0.957,25,10,755,14.699
-0.03654614,0.0075,0.43,0.8,24,19,624,13.354
-0.03654487,0.0043,0.182,0.772,29,11,648,14.915
-0.0365277,0.0083,0.603,0.933,26,33,803,13.948
-0.03650724,0.0068,0.138,0.974,22,11,762,11.29
-0.0364957,0.0056,0.452,0.977,30,16,771,13.532
-0.03649431,0.014,0.314,0.707,13,9,638,13.371
-0.03647284,0.0093,0.165,0.922,25,33,551,14.332
-0.03642226,0.0128,0.32,0.748,24,25,608,13.598
-0.03634011,0.0017,0.15,0.851,22,5,694,11.461
-0.03632616,0.0042,0.622,0.963,21,5,726,13.103
-0.03625605,0.0043,0.175,0.908,4,12,705,12.192
-0.03623949,0.0084,0.35,0.861,24,26,595,14.103
-0.03615093,0.0069,0.384,0.975,25,11,758,14.883
-0.03615092,0.0107,0.512,0.774,29,13,712,14.808
-0.03612323,0.008,0.592,0.95,12,44,757,14.898
-0.03608468,0.0132,0.396,0.975,24,32,757,13.92
-0.03602193,0.0081,0.379,0.997,4,13,730,14.301
-0.03601433,0.0088,0.523,0.999,25,13,662,14.797
-0.03600855,0.0052,0.462,0.985,30,59,826,12.177
-0.03600528,0.0083,0.362,0.917,2,6,306,12.535
-0.03600496,0.0111,0.298,0.996,25,59,640,14.035
-0.0359757,0.0141,0.137,0.928,25,37,618,14.39
-0.03595669,0.0101,0.385,0.949,23,8,658,14.697
-0.03594181,0.0097,0.005,0.957,23,3,149,10.677
-0.03589928,0.0088,0.385,0.977,30,13,662,14.927
-0.03588904,0.0041,0.048,0.998,23,22,332,13.754
-0.03586966,0.0028,0.229,0.859,26,7,625,10.859
-0.03586079,0.0121,0.393,0.849,24,11,814,13.293
-0.0358542,0.0138,0.481,0.915,24,33,729,13.753
-0.03579568,0.0141,0.43,0.902,24,34,884,12.615
-0.03579498,0.01,0.343,0.988,25,33,577,14.317
-0.03578067,0.0064,0.616,0.915,23,12,629,12.307
-0.03577025,0.0061,0.102,0.908,18,7,445,14.618
-0.03576967,0.0072,0.005,0.936,15,25,920,14.988
-0.03574374,0.0036,0.034,0.935,25,27,496,14.787
-0.03572071,0.0108,0.489,0.842,29,28,706,14.802
-0.03571654,0.0108,0.489,0.842,29,15,691,14.802
-0.03567865,0.014,0.331,0.825,24,8,509,13.048
-0.03567744,0.0077,0.592,0.982,28,12,845,12.197
-0.03566507,0.007,0.272,0.964,22,9,825,13.428
-0.03564009,0.0125,0.109,0.756,24,73,659,11.341
-0.03556716,0.0074,0.317,0.998,25,62,570,13.757
-0.03556425,0.0078,0.686,0.941,26,10,602,13.295
-0.03554214,0.0066,0.424,0.888,27,5,867,13.512
-0.035522,0.0089,0.32,0.653,24,3,864,12.325
-0.03549097,0.0073,0.504,0.921,29,14,604,13.511
-0.03548818,0.0094,0.428,0.902,26,7,901,12.392
-0.03546223,0.0075,0.481,0.934,24,47,598,11.047
-0.03543983,0.0038,0.334,0.781,25,6,679,14.295
-0.03542795,0.0078,0.385,0.806,26,6,521,14.579
-0.03541974,0.0092,0.351,0.905,24,30,711,13.769
-0.03539837,0.0065,0.51,0.964,26,23,580,14.771
-0.03539665,0.0105,0.363,0.806,20,9,606,13.108
-0.03536545,0.0089,0.051,0.91,17,15,261,13.782
-0.03535695,0.0074,0.443,0.687,24,12,611,10.98
-0.03532805,0.0108,0.496,0.903,20,28,537,14.828
-0.03530977,0.0017,0.272,0.974,22,12,481,11.356
-0.03529321,0.0082,0.41,0.867,24,11,481,11.006
-0.03519348,0.0016,0.139,0.974,22,10,762,14.941
-0.03519187,0.0088,0.408,0.879,29,11,749,14.808
-0.03517952,0.008,0.553,0.889,29,25,390,14.521
-0.03516819,0.0126,0.405,0.994,24,25,727,13.819
-0.03511727,0.0076,0.034,0.942,24,44,645,13.59
-0.03498835,0.0064,0.205,0.997,22,20,286,14.396
-0.03498699,0.0087,0.489,0.842,29,11,740,14.802
-0.03497838,0.011,0.107,0.851,22,59,109,14.777
-0.03488389,0.0068,0.182,0.922,11,20,412,13.625
-0.03487632,0.0065,0.226,0.983,22,9,486,10.172
-0.03484702,0.0123,0.329,0.79,29,11,734,12.006
-0.03484272,0.0117,0.517,0.946,29,15,842,13.931
-0.03483556,0.0083,0.369,0.853,29,13,731,14.769
-0.03481725,0.0047,0.458,0.775,28,11,796,14.397
-0.03480404,0.0077,0.592,0.982,28,12,910,11.452
-0.03478155,0.0108,0.399,0.856,24,15,595,13.899
-0.03474091,0.0086,0.504,0.937,29,8,744,14.84
-0.03471549,0.0058,0.443,0.679,24,12,611,10.98
-0.03470751,0.0075,0.678,0.999,30,13,607,11.39
-0.03470158,0.0038,0.334,0.688,27,6,888,14.544
-0.03466878,0.0078,0.553,0.914,29,15,641,13.374
-0.03466371,0.0063,0.481,0.992,28,18,654,14.331
-0.03466195,0.0143,0.443,0.975,23,4,651,11.148
-0.03461869,0.0071,0.151,0.786,24,59,865,12.554
-0.03460902,0.0069,0.481,0.992,28,19,654,14.331
-0.03460359,0.0116,0.398,0.927,24,30,463,14.418
-0.03460323,0.004,0.429,0.812,24,23,877,12.617
-0.03458076,0.0088,0.399,0.852,24,20,598,13.899
-0.03457808,0.0125,0.573,0.905,26,6,894,11.851
-0.03457208,0.0129,0.339,0.899,24,46,740,14.942
-0.03456415,0.0092,0.351,0.81,24,12,629,13.486
-0.03454517,0.0131,0.316,0.999,24,21,461,14.234
-0.0345271,0.0051,0.038,0.97,22,34,123,10.191
-0.0345127,0.0139,0.303,0.946,5,10,367,13.796
-0.03450445,0.007,0.332,0.915,2,24,480,14.302
-0.03448155,0.0078,0.241,0.862,10,4,339,13.407
-0.03446086,0.0022,0.392,0.785,24,3,890,9.726
-0.03446086,0.0022,0.375,0.785,24,3,853,9.687
-0.03443757,0.0068,0.138,0.974,22,14,808,11.274
-0.03440861,0.0096,0.385,0.803,26,6,489,13.891
-0.03438951,0.0116,0.426,0.946,30,14,655,13.931
-0.03438461,0.0068,0.603,0.982,22,33,829,13.933
-0.03437724,0.0072,0.136,0.995,16,18,526,14.506
-0.03434568,0.0133,0.32,0.647,22,3,900,12.342
-0.03433925,0.0064,0.016,0.789,24,813,451,13.495
-0.03431719,0.0072,0.5,0.775,28,11,750,13.925
-0.03430937,0.0087,0.489,0.867,29,11,779,14.802
-0.03429412,0.009,0.395,0.949,29,49,925,14.997
-0.03424674,0.0069,0.384,0.913,25,11,758,14.883
-0.03422692,0.0044,0.395,0.95,29,11,977,12.648
-0.03422225,0.0057,0.408,0.999,22,22,176,13.3
-0.0342105,0.0096,0.546,0.988,24,137,342,14.887
-0.03417837,0.0133,0.529,0.971,24,36,257,13.219
-0.03417196,0.0028,0.293,0.928,24,28,610,10.209
-0.0341617,0.0143,0.453,0.909,30,11,602,13.897
-0.03413862,0.0147,0.536,0.805,27,5,744,13.976
-0.03413823,0.0084,0.12,0.928,27,33,620,14.382
-0.03412743,0.0083,0.288,0.714,23,4,706,14.633
-0.03409581,0.0139,0.315,0.994,24,19,461,13.58
-0.03408951,0.0025,0.226,0.973,1,23,244,12.071
-0.03406814,0.0059,0.272,0.947,27,5,727,13.271
-0.03405468,0.01,0.644,0.762,23,4,486,11.673
-0.03396455,0.0059,0.547,0.947,27,6,637,14.536
-0.03396378,0.0138,0.484,0.956,28,19,910,14.119
-0.03395498,0.0069,0.427,0.963,20,12,879,14.996
-0.03390776,0.0123,0.042,0.913,4,10,739,11.483
-0.03386321,0.0075,0.445,0.687,24,19,608,11.029
-0.03386293,0.0083,0.266,0.864,20,42,764,14.783
-0.03384678,0.0058,0.065,0.901,18,7,445,14.618
-0.033789,0.0051,0.542,0.993,30,11,734,12.405
-0.03378733,0.0141,0.331,0.863,24,9,447,13.408
-0.03367868,0.0084,0.325,0.928,24,88,879,14.57
-0.03366427,0.0103,0.48,0.989,24,48,693,11.48
-0.03365911,0.011,0.504,0.96,29,8,655,14.921
-0.03358075,0.011,0.303,1.0,23,51,659,14.808
-0.03356669,0.0089,0.508,0.886,27,5,824,13.974
-0.03346153,0.0116,0.34,0.985,24,30,463,14.418
-0.03345644,0.0031,0.066,0.915,5,560,972,14.976
-0.03342171,0.0075,0.185,0.781,24,50,542,10.962
-0.03341867,0.0078,0.364,0.863,24,22,862,14.533
-0.03339426,0.0079,0.481,0.733,26,5,818,14.533
-0.03336837,0.005,0.13,0.838,28,9,642,13.345
-0.03333367,0.0137,0.316,0.986,24,27,417,14.403
-0.03332448,0.0027,0.316,0.777,29,84,650,14.998
-0.03331632,0.0058,0.443,0.679,29,12,791,14.776
-0.03329291,0.0077,0.569,0.917,29,7,857,13.576
-0.03326567,0.0078,0.374,0.821,28,7,622,14.688
-0.03325587,0.0036,0.195,0.818,24,265,914,13.65
-0.0332296,0.0102,0.427,0.96,28,49,879,14.996
-0.03320048,0.0067,0.294,0.933,18,4,487,11.123
-0.03316961,0.0088,0.275,0.997,25,33,551,14.33
-0.03315346,0.0105,0.516,0.949,30,7,846,14.809
-0.03313335,0.0078,0.125,0.863,24,22,820,14.533
-0.033121,0.0054,0.598,0.933,26,13,595,12.759
-0.0331168,0.0094,0.512,0.916,26,10,710,14.774
-0.03311422,0.0091,0.311,0.922,25,33,680,14.585
-0.03306746,0.0073,0.515,0.946,29,15,604,13.511
-0.03303006,0.0063,0.504,0.963,29,19,664,12.94
-0.03300846,0.0068,0.399,0.856,24,16,599,13.903
-0.03297591,0.0048,0.177,0.974,2,43,625,13.827
-0.03296855,0.0072,0.13,0.979,23,19,15,10.69
-0.03294818,0.0075,0.445,0.975,1,4,611,11.029
-0.03294795,0.0095,0.113,0.924,22,60,35,14.982
-0.0329421,0.0068,0.033,0.909,24,548,627,12.338
-0.0329338,0.0078,0.379,0.863,24,32,858,14.938
-0.03291397,0.0074,0.383,0.84,24,27,738,14.01
-0.03279747,0.0028,0.281,0.924,24,99,654,10.204
-0.03279212,0.0059,0.522,0.919,27,3,652,7.571
-0.03273778,0.0067,0.304,0.78,24,16,643,14.665
-0.03273139,0.0097,0.631,0.914,30,13,594,12.154
-0.03271566,0.0059,0.502,0.862,27,4,622,13.057
-0.03270047,0.0073,0.251,0.999,24,50,204,14.812
-0.03268194,0.0131,0.302,0.913,24,16,548,13.749
-0.03267779,0.0033,0.294,0.763,24,12,984,13.619
-0.03266805,0.0118,0.487,0.931,8,44,224,13.94
-0.03263382,0.0108,0.496,0.997,20,18,604,14.035
-0.03263211,0.0137,0.496,0.905,30,6,731,14.852
-0.03258179,0.0054,0.591,0.869,20,9,641,14.826
-0.03257232,0.0075,0.481,0.934,24,16,598,11.047
-0.03255767,0.0048,0.46,0.86,22,23,267,12.859
-0.03253601,0.0066,0.185,1.0,4,33,514,14.999
-0.03252692,0.0081,0.504,0.98,28,11,565,13.814
-0.03251238,0.0077,0.139,0.94,25,35,744,14.212
-0.03250032,0.0087,0.264,0.953,17,7,739,14.324
-0.03247826,0.0124,0.416,0.846,28,11,839,13.85
-0.03235442,0.0096,0.512,0.989,27,5,681,14.014
-0.03231929,0.0076,0.383,0.84,24,27,637,13.877
-0.03229065,0.0083,0.515,0.976,29,24,757,14.897
-0.03224746,0.0078,0.392,0.913,24,11,503,11.328
-0.03224569,0.0127,0.416,0.838,28,11,648,13.336
-0.0322406,0.0076,0.58,0.963,26,10,859,14.013
-0.03223683,0.0045,0.356,0.772,29,11,752,14.397
-0.03220923,0.0092,0.137,0.928,25,32,620,14.39
-0.03220446,0.0089,0.427,0.983,28,49,867,14.943
-0.0320984,0.0076,0.381,0.84,23,5,650,14.226
-0.03206079,0.0098,0.506,0.958,26,10,755,12.894
-0.03202642,0.0092,0.479,0.981,24,28,796,13.843
-0.03200219,0.0095,0.339,0.827,3,13,634,14.871
-0.03194574,0.011,0.324,0.983,20,11,378,12.251
-0.03191899,0.0107,0.49,0.91,16,15,216,13.785
-0.03191438,0.014,0.514,0.976,5,20,446,14.183
-0.03188671,0.0025,0.32,0.968,28,10,998,14.55
-0.03187569,0.0035,0.414,0.794,24,12,991,13.683
-0.03187054,0.0088,0.383,0.982,30,13,662,14.012
-0.03183928,0.01,0.672,0.802,30,11,864,13.092
-0.03182201,0.0135,0.332,0.92,24,27,419,13.074
-0.03179443,0.0102,0.265,0.975,15,21,760,14.446
-0.0317362,0.0078,0.329,0.73,24,9,467,14.22
-0.03171048,0.0075,0.275,0.997,25,33,551,14.611
-0.03168686,0.0076,0.229,0.922,24,236,749,14.984
-0.03168071,0.0034,0.21,0.833,24,98,538,12.985
-0.0316759,0.0015,0.01,0.943,24,21,865,11.485
-0.03166348,0.0097,0.255,0.971,24,67,792,9.968
-0.03164803,0.0109,0.499,0.985,23,5,490,13.712
-0.03164139,0.0112,0.129,0.949,21,30,823,14.966
-0.03163126,0.0078,0.62,0.941,26,10,683,13.193
-0.03153326,0.0038,0.334,0.967,30,49,679,14.295
-0.03152757,0.0136,0.316,0.73,24,9,457,14.234
-0.03147482,0.0078,0.148,0.995,23,5,616,14.533
-0.03146757,0.007,0.032,0.993,8,28,588,12.667
-0.03146647,0.0077,0.416,0.714,28,5,776,10.433
-0.03145522,0.0031,0.27,0.902,25,27,204,14.406
-0.03145033,0.0089,0.43,0.998,28,49,857,14.943
-0.03144201,0.0108,0.489,0.808,24,35,854,14.775
-0.03139622,0.0073,0.217,0.999,24,52,204,14.924
-0.03135664,0.0083,0.579,0.941,24,61,645,13.244
-0.03133691,0.0097,0.489,0.813,27,10,693,14.741
-0.03131896,0.0037,0.292,0.759,28,38,16,14.252
-0.03131707,0.0089,0.353,0.904,18,7,844,12.365
-0.03128866,0.0112,0.496,0.999,30,6,844,13.399
-0.03127748,0.0127,0.103,0.788,26,7,448,12.708
-0.0312737,0.0102,0.39,0.965,24,14,818,13.711
-0.03127046,0.0095,0.479,0.949,29,28,796,13.843
-0.03126881,0.0136,0.316,0.983,24,19,461,14.234
-0.03124857,0.0107,0.097,0.656,23,4,595,14.026
-0.03123677,0.0083,0.233,0.908,25,4,272,12.111
-0.03123289,0.0107,0.406,0.755,28,11,702,14.808
-0.0312302,0.0082,0.631,0.817,3,13,594,12.737
-0.03122067,0.0066,0.165,0.892,19,89,711,14.638
-0.03121625,0.011,0.459,0.987,25,11,756,14.987
-0.03120361,0.0088,0.408,0.773,29,11,709,14.808
-0.03119995,0.0078,0.333,0.912,12,9,185,12.144
-0.03119364,0.013,0.357,0.997,24,30,462,12.847
-0.03118286,0.0052,0.172,0.904,24,128,517,12.426
-0.03114153,0.0085,0.464,0.981,28,16,838,13.576
-0.03108271,0.0092,0.489,0.842,29,7,740,14.802
-0.03098136,0.0038,0.354,0.688,27,7,684,14.652
-0.03094338,0.0081,0.529,0.942,30,11,754,12.979
-0.03092635,0.0088,0.509,0.787,26,6,763,14.329
-0.03090802,0.0105,0.485,0.991,29,21,607,14.839
-0.03088928,0.0068,0.5,0.777,28,11,750,13.892
-0.03087859,0.0075,0.445,0.687,24,12,611,11.029
-0.03086408,0.0133,0.529,0.997,8,36,257,13.219
-0.03084473,0.0097,0.22,0.936,23,26,639,13.871
-0.03083507,0.0074,0.379,0.748,24,7,465,11.54
-0.0308212,0.0029,0.236,0.895,24,67,696,10.776
-0.03079261,0.0044,0.153,0.994,27,28,84,12.295
-0.03078598,0.0048,0.448,0.956,28,19,904,14.237
-0.03077529,0.012,0.329,0.962,23,37,375,14.835
-0.03077341,0.0128,0.416,0.983,28,11,648,13.408
-0.0307723,0.0087,0.378,0.939,26,10,759,14.854
-0.03076591,0.0078,0.465,0.898,29,5,743,10.828
-0.03076238,0.0021,0.249,0.778,24,50,653,11.458
-0.03074616,0.0028,0.275,0.884,26,2,626,10.859
-0.03071208,0.0064,0.412,0.753,11,5,641,14.936
-0.03070953,0.0052,0.329,0.79,29,11,734,12.403
-0.03070518,0.0075,0.328,0.996,23,28,650,13.849
-0.03068539,0.0136,0.453,0.997,28,20,604,14.119
-0.03067342,0.0139,0.481,0.968,28,10,568,13.213
-0.03065644,0.009,0.418,0.853,24,27,724,14.01
-0.03064869,0.011,0.312,0.999,25,63,658,14.813
-0.03063151,0.011,0.504,0.96,29,19,664,14.921
-0.03062888,0.0149,0.218,0.912,2,29,768,12.641
-0.03061239,0.0082,0.406,0.687,24,12,824,11.616
-0.03061156,0.0056,0.622,0.963,20,13,685,13.103
-0.03060016,0.0108,0.129,0.949,21,20,825,15.0
-0.03058819,0.0107,0.62,0.956,29,16,772,13.532
-0.03058459,0.0039,0.32,0.968,22,10,998,14.571
-0.03056014,0.0097,0.26,0.916,24,67,792,9.968
-0.03054041,0.0059,0.55,0.946,24,5,793,9.683
-0.03053345,0.0082,0.349,0.801,22,11,545,14.893
-0.03049904,0.0117,0.34,0.997,24,30,498,14.648
-0.03049084,0.0016,0.276,0.983,22,5,486,11.356
-0.03048142,0.0106,0.371,0.964,24,29,419,12.847
-0.03047197,0.0079,0.19,0.963,20,36,638,12.418
-0.03045794,0.0068,0.429,0.863,23,5,670,12.224
-0.03044753,0.0044,0.33,0.839,3,35,829,14.433
-0.03042901,0.0089,0.397,0.981,19,102,740,14.435
-0.03042319,0.0055,0.372,0.943,20,11,664,14.221
-0.03039914,0.012,0.582,0.882,27,19,732,14.632
-0.03038891,0.0127,0.052,0.726,29,9,240,13.361
-0.03036815,0.0087,0.477,0.842,28,11,659,14.802
-0.03035388,0.0108,0.285,0.779,23,3,517,12.458
-0.03032815,0.0022,0.236,0.976,25,32,771,14.819
-0.0303118,0.004,0.331,0.792,29,7,684,13.305
-0.03030207,0.0066,0.568,0.994,18,15,603,14.859
-0.03028389,0.0089,0.38,0.946,23,8,675,13.931
-0.0302498,0.0106,0.504,0.936,30,29,437,14.924
-0.0302303,0.003,0.305,0.842,25,51,674,14.938
-0.03021789,0.0067,0.34,0.937,26,5,709,13.698
-0.03021329,0.0095,0.405,0.714,28,11,738,10.61
-0.03021093,0.0101,0.495,0.957,16,36,486,14.786
-0.03020816,0.0062,0.315,0.972,26,13,599,13.257
-0.03020651,0.0089,0.475,0.971,27,5,531,13.409
-0.03019225,0.0141,0.434,0.997,24,34,884,12.507
-0.03018741,0.008,0.38,0.742,24,18,714,12.634
-0.03018716,0.0059,0.316,0.783,2,6,598,9.629
-0.03018037,0.007,0.316,0.915,2,24,479,14.302
-0.03017783,0.0056,0.673,0.994,29,26,591,14.87
-0.03017184,0.007,0.316,0.962,25,53,498,13.58
-0.03015984,0.006,0.6,0.9,27,7,763,12.942
-0.03014361,0.0089,0.113,0.934,22,12,754,14.212
-0.0301134,0.0118,0.416,0.956,27,10,637,14.699
-0.03010625,0.0139,0.396,0.811,24,26,748,13.213
-0.03010063,0.0059,0.048,0.908,24,16,793,13.384
-0.03006037,0.0091,0.496,0.905,30,6,731,14.463
-0.0300475,0.0073,0.463,0.951,25,11,543,14.117
-0.03000179,0.0052,0.184,0.87,19,81,513,14.591
-0.02996895,0.0085,0.01,0.999,24,137,859,10.108
-0.0299089,0.0093,0.406,0.827,24,16,648,13.715
-0.02990707,0.0067,0.455,0.974,26,11,370,14.987
-0.02989579,0.0136,0.003,0.977,23,3,192,11.146
-0.02988386,0.0143,0.482,0.82,27,8,608,13.516
-0.02986887,0.0043,0.182,0.772,29,11,647,14.808
-0.02986624,0.0127,0.53,0.931,8,44,220,13.94
-0.02985947,0.0051,0.353,0.884,20,40,743,13.541
-0.02984915,0.0057,0.408,0.999,23,4,196,11.833
-0.02984672,0.0105,0.461,0.987,25,11,785,14.667
-0.02982861,0.0139,0.435,0.987,1,6,271,12.228
-0.02982252,0.0053,0.329,0.792,29,11,734,12.403
-0.02980941,0.0087,0.316,0.756,13,9,638,12.157
-0.02976771,0.0082,0.198,0.926,28,84,644,14.974
-0.02975707,0.0072,0.062,0.859,20,53,609,14.916
-0.02975295,0.0094,0.198,0.926,28,84,642,14.969
-0.02974554,0.0111,0.488,0.999,27,9,644,14.778
-0.02974249,0.0055,0.082,0.691,29,9,766,13.162
-0.02974207,0.0138,0.448,0.985,23,60,670,11.991
-0.0297377,0.0097,0.431,0.958,24,52,760,14.119
-0.02969752,0.0076,0.055,0.79,26,38,127,14.567
-0.02969102,0.0064,0.418,0.853,24,27,724,14.12
-0.02968063,0.0068,0.593,0.982,22,12,742,11.41
-0.02965109,0.0121,0.458,0.901,30,11,810,12.204
-0.0296425,0.0028,0.292,0.924,24,162,701,11.404
-0.02956582,0.0098,0.174,0.892,19,89,711,14.664
-0.02956287,0.0126,0.426,0.922,24,140,697,14.316
-0.02956049,0.0053,0.401,0.995,24,26,595,13.6
-0.02954998,0.0078,0.314,0.984,12,10,68,10.652
-0.02954521,0.0136,0.486,0.999,28,19,391,14.119
-0.02951547,0.0076,0.621,0.977,30,16,771,13.532
-0.02949606,0.0089,0.394,0.751,24,5,641,13.399
-0.02949085,0.0103,0.256,0.957,24,59,693,9.329
-0.02946866,0.0064,0.016,0.819,24,813,451,13.495
-0.0294632,0.0093,0.475,0.818,27,7,593,13.516
-0.02944305,0.0124,0.238,0.932,29,82,496,14.776
-0.02944301,0.0131,0.316,0.761,24,9,505,13.223
-0.02944076,0.011,0.459,0.974,25,11,757,14.987
-0.02942999,0.0109,0.046,0.974,27,45,445,14.972
-0.02942418,0.0082,0.417,0.979,24,33,879,12.165
-0.02942337,0.0064,0.009,0.96,15,25,941,14.93
-0.0294222,0.004,0.371,0.822,23,6,644,14.315
-0.02941643,0.0071,0.151,0.784,24,22,865,13.127
-0.02940466,0.0051,0.356,0.954,29,49,753,14.397
