[-0.01791224],823,690,492,4,6,2
[-0.01139966],931,924,829,8,0,4
[-0.00971751],769,915,760,3,8,4
[-0.009052],687,243,398,8,6,1
[-0.00904164],517,220,591,8,6,0
[-0.00867665],491,818,116,2,1,1
[-0.00795971],826,762,540,4,6,1
[-0.00778696],491,225,598,8,6,0
[-0.00659267],692,247,398,8,6,1
[-0.00651334],494,237,590,8,6,0
[-0.00649384],706,247,398,8,6,0
[-0.00597982],833,761,540,4,6,1
[-0.00552934],542,646,634,4,5,5
[-0.00538988],303,672,618,6,5,0
[-0.00522054],492,231,602,8,6,0
[-0.0044484],480,225,602,8,6,0
[-0.00411555],302,669,618,6,5,0
[-0.00411054],492,225,613,8,6,0
[-0.00399711],807,573,925,3,3,3
[-0.00358691],542,650,634,4,5,5
[-0.00334228],745,226,398,8,6,0
[-0.00328876],500,226,591,8,6,0
[-0.00322955],492,204,613,8,6,0
[-0.00291489],779,913,774,3,8,4
[-0.0029009],407,498,285,1,2,8
[-0.00286904],637,676,682,4,4,8
[-0.00285722],648,676,654,4,4,8
[-0.00278524],463,407,285,1,2,5
[-0.00275268],796,583,927,3,3,3
[-0.00274662],805,568,936,3,3,3
[-0.00269933],406,568,524,4,8,0
[-0.0025583],792,565,936,3,3,3
[-0.00254336],705,226,398,8,6,0
[-0.0024838],637,676,683,4,4,8
[-0.00245347],492,237,590,8,6,0
[-0.00241989],769,913,774,3,8,4
[-0.00240788],492,225,602,8,6,0
[-0.0022516],491,228,602,8,6,0
[-0.00212002],517,220,613,8,6,0
[-0.00195037],517,239,598,8,6,0
[-0.00190044],711,998,919,8,4,8
[-0.00188665],405,568,531,4,8,1
[-0.00184479],833,759,542,4,6,2
[-0.00169391],703,226,398,8,6,0
[-0.00168813],799,583,936,3,3,3
[-0.00157312],644,515,567,8,5,4
[-0.00157183],463,407,282,1,2,5
[-0.00152386],405,568,539,4,8,1
[-0.00148455],302,672,620,6,5,0
[-0.00146749],472,560,536,4,8,5
[-0.00144982],833,759,540,4,6,2
[-0.0013724],644,516,567,8,5,4
[-0.00134354],769,913,772,3,8,4
[-0.0013308],688,247,379,8,6,0
[-0.00130711],492,204,603,8,6,0
[-0.00127353],513,225,598,8,6,0
[-0.00126819],479,225,602,8,6,0
[-0.00121668],648,676,682,4,4,8
[-0.00119249],698,955,242,4,0,5
[-0.00118112],556,650,634,4,5,5
[-0.00108445],517,220,598,8,6,0
[-0.00104787],479,225,601,8,6,0
[-0.00104516],687,243,398,8,6,0
[-0.00103351],637,679,682,4,4,8
[-0.00103123],637,669,682,4,4,8
[-0.00097556],688,248,398,8,6,0
[-0.00094016],769,915,771,3,8,4
[-0.0008854],687,255,398,8,6,0
[-0.000884],517,221,591,8,6,0
[-0.0008073],491,225,605,8,6,0
[-0.00080178],644,507,575,8,5,4
[-0.00072854],688,249,398,8,6,0
[-0.00070837],492,203,602,8,6,0
[-0.00062659],302,671,623,6,5,0
[-0.00061858],750,985,811,8,8,8
[-0.00060787],805,574,936,3,3,3
[-0.00060107],688,247,394,8,6,0
[-0.00058736],303,672,620,6,5,0
[-0.00054857],836,690,492,4,6,2
[-0.00054663],517,220,597,8,6,0
[-0.0005269],687,968,242,4,0,5
[-0.00051971],806,573,936,3,3,3
[-0.00051179],310,415,553,1,2,1
[-0.00049313],309,415,515,1,2,1
[-0.00048973],838,761,538,4,6,2
