[-0.09913802],816,998,978,8,7,5
[-0.09913802],816,998,978,8,0,5
[-0.09913802],816,998,978,8,7,8
[-0.09072787],816,995,982,7,1,5
[-0.08650595],816,1000,977,7,8,5
[-0.08650595],816,1000,977,7,0,5
[-0.08650595],816,1000,977,7,4,5
[-0.08650595],816,1000,977,7,7,5
[-0.08650595],816,998,979,8,0,3
[-0.00765828],939,992,935,5,4,6
[-0.00382133],962,955,948,7,4,7
[-0.00382133],962,955,948,8,4,8
[-0.00382133],962,955,948,8,2,8
[-0.00382133],962,955,948,8,2,0
[0.00567619],958,725,669,8,2,8
[0.00598238],857,466,837,4,2,1
[0.00598238],857,466,837,4,1,1
[0.00598238],857,466,837,7,4,8
[0.00710768],971,728,845,7,0,8
[0.00710768],971,728,845,7,7,8
[0.00710768],971,728,845,7,4,7
[0.00710768],971,728,845,6,4,7
[0.01260323],922,966,980,5,0,3
[0.0134137],980,947,940,7,2,7
[0.0134137],980,947,940,8,2,5
[0.0134137],980,947,940,6,2,7
[0.01549012],939,993,935,5,3,7
[0.01549012],939,993,935,5,3,6
[0.01567879],922,964,981,5,1,7
[0.01629081],962,954,950,7,4,7
[0.01629081],962,956,948,7,3,7
[0.01642099],922,964,989,5,0,7
